Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
114.713,2018-04-15 05:12:33.000,374.759,8995.0,-107.07448000000001,16.986720000000002,114.0,14.0618,14.0608,4.179215,4.179035,0.50067,12.3623,4.5476,0.16069,0.0,4.5476,0.1669,0.5126,0.0,4.6496,0.0,0.5037,0.0,0.5116,34.7609,34.7602,25.9928,25.9925,0.0482,1.4669999999999999,0.58,False,2018-04-15 05:18:47.759
115.72,2018-04-15 05:12:33.000,375.62300000000005,9016.0,-107.07448000000001,16.986720000000002,115.0,14.0188,14.0188,4.174962,4.174924,0.47578000000000004,12.3583,4.5521,0.14844000000000002,0.0,4.5521,0.1586,0.5124,0.0,4.6367,0.0,0.4694,0.0,0.5114,34.7598,34.7594,26.001,26.0007,0.0487,1.484,0.586,False,2018-04-15 05:18:48.623
116.726,2018-04-15 05:12:33.000,376.296,9032.0,-107.07448000000001,16.986720000000002,116.0,13.9787,13.9773,4.17092,4.170718,0.45861,12.357,4.5535,0.13602,0.0,4.5535,0.1529,0.5125,0.0,4.6501,0.0,0.4315,0.0,0.5115,34.758,34.7573,26.008,26.0078,0.049,1.494,0.59,False,2018-04-15 05:18:49.296
117.73299999999999,2018-04-15 05:12:33.000,376.874,9046.0,-107.07448000000001,16.986720000000002,117.0,13.8999,13.8974,4.1636169999999995,4.163468,0.42915,12.3572,4.5534,0.12622,0.0,4.5534,0.1431,0.5125,0.0,4.6503,0.0,0.399,0.0,0.5115,34.7608,34.7616,26.0267,26.0279,0.0479,1.459,0.575,False,2018-04-15 05:18:49.874
118.74,2018-04-15 05:12:33.000,377.43800000000005,9060.0,-107.07448000000001,16.986720000000002,118.0,13.8502,13.8494,4.1596720000000005,4.159706,0.40445,12.3562,4.5545,0.11874000000000001,0.0,4.5545,0.1348,0.5123,0.0,4.6506,0.0,0.3727,0.0,0.5113,34.7685,34.7695,26.0431,26.044,0.0469,1.43,0.563,False,2018-04-15 05:18:50.438
119.74600000000001,2018-04-15 05:12:33.000,377.98699999999997,9073.0,-107.07448000000001,16.986720000000002,119.0,13.8057,13.8044,4.1559349999999995,4.155998,0.3801,12.3575,4.5531,0.10853,0.0,4.5531,0.1267,0.5123,0.0,4.6508,0.0,0.3335,0.0,0.5113,34.7735,34.7753,26.0562,26.0579,0.0464,1.412,0.555,False,2018-04-15 05:18:50.987
120.75200000000001,2018-04-15 05:12:33.000,378.529,9086.0,-107.07448000000001,16.986720000000002,120.0,13.7588,13.7594,4.151863,4.151979,0.34874,12.3557,4.5551,0.10103999999999999,0.0,4.5551,0.1162,0.5119,0.0,4.6508,0.0,0.3028,0.0,0.5109,34.7775,34.7781,26.0691,26.0694,0.0443,1.351,0.531,False,2018-04-15 05:18:51.529
121.759,2018-04-15 05:12:33.000,379.139,9100.0,-107.07448000000001,16.986720000000002,121.0,13.6952,13.6946,4.145931,4.145846,0.33229000000000003,12.354,4.557,0.097104,0.0,4.557,0.1108,0.5117,0.0,4.6509,0.0,0.2856,0.0,0.5107,34.7793,34.779,26.0837,26.0836,0.0447,1.361,0.535,False,2018-04-15 05:18:52.139
122.766,2018-04-15 05:12:33.000,380.00800000000004,9121.0,-107.07448000000001,16.986720000000002,122.0,13.6532,13.6523,4.142231,4.1421,0.34718000000000004,12.3529,4.5583,0.09235499999999999,0.0,4.5583,0.1157,0.5116,0.0,4.6517,0.0,0.2639,0.0,0.5106,34.7823,34.7819,26.0947,26.0946,0.0447,1.36,0.5329999999999999,False,2018-04-15 05:18:53.008
123.772,2018-04-15 05:12:33.000,382.214,9174.0,-107.07448000000001,16.986720000000002,123.0,13.733,13.7246,4.149685,4.14893,0.43933999999999995,12.354,4.557,0.086815,0.0,4.557,0.1464,0.5114,0.0,4.6523,0.0,0.2372,0.0,0.5104,34.7792,34.7799,26.0759,26.0781,0.0451,1.374,0.54,False,2018-04-15 05:18:55.214
