Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
410.847,2018-04-15 05:12:33,725.182,17405.0,-106.98058,17.01266,408.0,9.1365,9.1363,3.708165,3.7083739999999996,0.078959,12.33,4.5844,0.050671,0.0,4.5844,0.0263,0.5077,0.0,4.6637,0.0,0.0049,0.0,0.507,34.6064,34.6087,26.7953,26.7971,0.0367,1.117,0.39799999999999996,False,2018-04-15 05:24:38.182
411.855,2018-04-15 05:12:33,725.9630000000001,17424.0,-106.98058,17.01266,409.0,9.1326,9.1328,3.7078309999999997,3.708069,0.0784,12.3297,4.5848,0.050671,0.0,4.5848,0.0261,0.5075,0.0,4.6641,0.0,0.0049,0.0,0.5068,34.6061,34.6085,26.7957,26.7975,0.0364,1.109,0.395,False,2018-04-15 05:24:38.963
412.86300000000006,2018-04-15 05:12:33,726.8530000000001,17445.0,-106.98058,17.01266,410.0,9.129,9.1294,3.707526,3.7077910000000003,0.077423,12.33,4.5844,0.050671,0.0,4.5844,0.0258,0.5077,0.0,4.6641,0.0,0.0049,0.0,0.507,34.606,34.6084,26.7962,26.798,0.0371,1.128,0.402,False,2018-04-15 05:24:39.853
413.871,2018-04-15 05:12:33,727.812,17468.0,-106.98058,17.01266,411.0,9.1278,9.128,3.7074580000000004,3.707698,0.077249,12.3297,4.5848,0.050671,0.0,4.5848,0.0257,0.5076,0.0,4.664,0.0,0.0049,0.0,0.5069,34.606,34.6083,26.7964,26.7982,0.0377,1.149,0.409,False,2018-04-15 05:24:40.812
414.879,2018-04-15 05:12:33,728.721,17490.0,-106.98058,17.01266,412.0,9.1137,9.1134,3.706096,3.706285,0.076925,12.3295,4.5851,0.050671,0.0,4.5851,0.0256,0.5077,0.0,4.6643,0.0,0.0049,0.0,0.507,34.605,34.6073,26.7979,26.7998,0.0389,1.1840000000000002,0.42200000000000004,False,2018-04-15 05:24:41.721
415.88699999999994,2018-04-15 05:12:33,729.6569999999999,17513.0,-106.98058,17.01266,413.0,9.0939,9.0935,3.7042,3.704361,0.07721900000000001,12.3295,4.5851,0.050671,0.0,4.5851,0.0257,0.5078,0.0,4.6646,0.0,0.0049,0.0,0.5071,34.604,34.6061,26.8003,26.802,0.0379,1.1520000000000001,0.41,False,2018-04-15 05:24:42.657
416.895,2018-04-15 05:12:33,730.92,17543.0,-106.98058,17.01266,414.0,9.0759,9.0759,3.702487,3.7027,0.07471799999999999,12.3323,4.5818,0.050671,0.0,4.5818,0.0249,0.5078,0.0,4.664,0.0,0.0049,0.0,0.5071,34.6031,34.6053,26.8025,26.8042,0.0375,1.1420000000000001,0.406,False,2018-04-15 05:24:43.920
417.903,2018-04-15 05:12:33,732.299,17576.0,-106.98058,17.01266,415.0,9.0681,9.0682,3.7017309999999997,3.701972,0.077396,12.3293,4.5852,0.050671,0.0,4.5852,0.0258,0.5078,0.0,4.6618,0.0,0.0049,0.0,0.5071,34.6024,34.6048,26.8032,26.8051,0.0386,1.175,0.418,False,2018-04-15 05:24:45.299
418.911,2018-04-15 05:12:33,733.247,17599.0,-106.98058,17.01268,416.0,9.0521,9.0516,3.70013,3.700281,0.07827,12.3295,4.585,0.050671,0.0,4.585,0.0261,0.5079,0.0,4.6617,0.0,0.0049,0.0,0.5072,34.6007,34.6028,26.8045,26.8061,0.0387,1.178,0.419,False,2018-04-15 05:24:46.247
419.91900000000004,2018-04-15 05:12:33,733.9830000000001,17617.0,-106.98058,17.01268,417.0,8.9978,8.9971,3.6948410000000003,3.6949389999999998,0.077376,12.3295,4.585,0.050671,0.0,4.585,0.0258,0.5079,0.0,4.6616,0.0,0.0049,0.0,0.5072,34.5977,34.5994,26.8108,26.8123,0.0379,1.155,0.41,False,2018-04-15 05:24:46.983
420.92699999999996,2018-04-15 05:12:33,734.66,17633.0,-106.98058,17.01268,418.0,8.981,8.9811,3.693293,3.693517,0.077567,12.3292,4.5854,0.050671,0.0,4.5854,0.0258,0.5078,0.0,4.6623,0.0,0.0049,0.0,0.5071,34.5974,34.5996,26.8133,26.8149,0.0376,1.143,0.406,False,2018-04-15 05:24:47.660
421.935,2018-04-15 05:12:33,735.4060000000001,17651.0,-106.98058,17.01268,419.0,8.9724,8.9724,3.69246,3.692674,0.077301,12.3292,4.5854,0.050671,0.0,4.5854,0.0257,0.5078,0.0,4.6638,0.0,0.0049,0.0,0.5071,34.5965,34.5988,26.814,26.8157,0.0368,1.12,0.39799999999999996,False,2018-04-15 05:24:48.406
422.94300000000004,2018-04-15 05:12:33,736.654,17681.0,-106.98058,17.01268,420.0,8.9694,8.9694,3.692194,3.6924099999999997,0.075904,12.3293,4.5852,0.050671,0.0,4.5852,0.0253,0.5076,0.0,4.6642,0.0,0.0049,0.0,0.5069,34.5963,34.5985,26.8142,26.816,0.0369,1.124,0.39899999999999997,False,2018-04-15 05:24:49.654
423.95099999999996,2018-04-15 05:12:33,738.2280000000001,17718.0,-106.98056000000001,17.01266,421.0,8.9639,8.964,3.6917129999999996,3.69193,0.075772,12.3291,4.5856,0.050671,0.0,4.5856,0.0252,0.5078,0.0,4.6644,0.0,0.0049,0.0,0.5071,34.596,34.5983,26.815,26.8167,0.0393,1.195,0.424,False,2018-04-15 05:24:51.228
424.959,2018-04-15 05:12:33,739.311,17744.0,-106.98056000000001,17.01266,422.0,8.9526,8.9526,3.690668,3.690903,0.076943,12.3289,4.5857,0.050671,0.0,4.5857,0.0256,0.5078,0.0,4.6645,0.0,0.0049,0.0,0.5071,34.5956,34.5981,26.8164,26.8184,0.0353,1.073,0.381,False,2018-04-15 05:24:52.311
425.967,2018-04-15 05:12:33,740.263,17767.0,-106.98056000000001,17.01266,423.0,8.9489,8.9491,3.6903620000000004,3.690617,0.076923,12.3292,4.5854,0.050671,0.0,4.5854,0.0256,0.5075,0.0,4.6644,0.0,0.0049,0.0,0.5068,34.5956,34.598,26.817,26.8189,0.0376,1.1440000000000001,0.406,False,2018-04-15 05:24:53.263
426.975,2018-04-15 05:12:33,741.242,17791.0,-106.98056000000001,17.01266,424.0,8.9451,8.9451,3.690031,3.690253,0.077941,12.3291,4.5855,0.050671,0.0,4.5855,0.026,0.5078,0.0,4.6651,0.0,0.0049,0.0,0.5071,34.5954,34.5977,26.8175,26.8193,0.0397,1.209,0.429,False,2018-04-15 05:24:54.242
427.983,2018-04-15 05:12:33,742.26,17815.0,-106.98056000000001,17.01266,425.0,8.9329,8.932,3.688844,3.688966,0.076632,12.3291,4.5855,0.050671,0.0,4.5855,0.0255,0.5078,0.0,4.665,0.0,0.0049,0.0,0.5071,34.5944,34.5965,26.8186,26.8205,0.0378,1.15,0.408,False,2018-04-15 05:24:55.260
428.991,2018-04-15 05:12:33,743.2410000000001,17839.0,-106.98056000000001,17.01268,426.0,8.8749,8.8734,3.6832629999999997,3.6833139999999998,0.077601,12.329,4.5857,0.050671,0.0,4.5857,0.0258,0.5079,0.0,4.6646,0.0,0.0049,0.0,0.5072,34.5918,34.5937,26.8258,26.8276,0.039,1.187,0.42100000000000004,False,2018-04-15 05:24:56.241
430.0,2018-04-15 05:12:33,744.1160000000001,17860.0,-106.98056000000001,17.01268,427.0,8.8554,8.8555,3.681461,3.6816760000000004,0.07762000000000001,12.329,4.5856,0.050671,0.0,4.5856,0.0258,0.5078,0.0,4.6644,0.0,0.0049,0.0,0.5071,34.5914,34.5935,26.8286,26.8302,0.037,1.127,0.39899999999999997,False,2018-04-15 05:24:57.116
431.00699999999995,2018-04-15 05:12:33,744.916,17879.0,-106.98056000000001,17.01268,428.0,8.848,8.8482,3.680775,3.681003,0.077139,12.3288,4.5859,0.050671,0.0,4.5859,0.0257,0.5076,0.0,4.6643,0.0,0.0049,0.0,0.5069,34.5909,34.5932,26.8294,26.8311,0.0364,1.107,0.392,False,2018-04-15 05:24:57.916
432.01599999999996,2018-04-15 05:12:33,745.697,17898.0,-106.98056000000001,17.01268,429.0,8.8404,8.8406,3.680073,3.6802949999999996,0.07711599999999999,12.3287,4.586,0.050671,0.0,4.586,0.0257,0.5077,0.0,4.6643,0.0,0.0049,0.0,0.507,34.5905,34.5927,26.8303,26.8319,0.039,1.186,0.42,False,2018-04-15 05:24:58.697
433.024,2018-04-15 05:12:33,746.5360000000001,17918.0,-106.98056000000001,17.01268,430.0,8.8314,8.8313,3.679241,3.679436,0.077098,12.3286,4.5861,0.050671,0.0,4.5861,0.0257,0.5078,0.0,4.6652,0.0,0.0049,0.0,0.5071,34.59,34.5922,26.8313,26.8331,0.0385,1.172,0.415,False,2018-04-15 05:24:59.536
434.032,2018-04-15 05:12:33,747.4680000000001,17940.0,-106.98056000000001,17.01268,431.0,8.8159,8.8157,3.677775,3.677979,0.076473,12.3286,4.5861,0.050671,0.0,4.5861,0.0255,0.5077,0.0,4.6654,0.0,0.0049,0.0,0.507,34.5894,34.5916,26.8333,26.8351,0.036,1.097,0.38799999999999996,False,2018-04-15 05:25:00.468
435.04,2018-04-15 05:12:33,748.5160000000001,17965.0,-106.98056000000001,17.01268,432.0,8.8115,8.8118,3.677402,3.6776489999999997,0.074529,12.3286,4.5861,0.050671,0.0,4.5861,0.0248,0.5076,0.0,4.6666,0.0,0.0049,0.0,0.5069,34.5892,34.5916,26.8338,26.8357,0.0354,1.078,0.381,False,2018-04-15 05:25:01.516
436.048,2018-04-15 05:12:33,750.1039999999999,18003.0,-106.98056000000001,17.01268,433.0,8.809,8.8092,3.677201,3.677439,0.075147,12.3286,4.5861,0.050671,0.0,4.5861,0.025,0.5074,0.0,4.6663,0.0,0.0049,0.0,0.5067,34.5891,34.5914,26.8342,26.8359,0.0371,1.13,0.4,False,2018-04-15 05:25:03.104
437.056,2018-04-15 05:12:33,751.8739999999999,18046.0,-106.98056000000001,17.01268,434.0,8.7887,8.7884,3.675292,3.67549,0.076481,12.3286,4.5861,0.050671,0.0,4.5861,0.0255,0.5076,0.0,4.6634,0.0,0.0049,0.0,0.5069,34.5883,34.5907,26.8368,26.8387,0.0388,1.182,0.418,False,2018-04-15 05:25:04.874
438.064,2018-04-15 05:12:33,752.8480000000001,18069.0,-106.98056000000001,17.01268,435.0,8.7806,8.7809,3.6745629999999996,3.674815,0.07712999999999999,12.3286,4.5861,0.050671,0.0,4.5861,0.0257,0.5078,0.0,4.6618,0.0,0.0049,0.0,0.5071,34.5881,34.5905,26.8379,26.8397,0.0391,1.19,0.42100000000000004,False,2018-04-15 05:25:05.848
439.07199999999995,2018-04-15 05:12:33,753.592,18087.0,-106.98056000000001,17.01268,436.0,8.7721,8.7723,3.6737949999999997,3.67404,0.077792,12.3291,4.5855,0.050671,0.0,4.5855,0.0259,0.5078,0.0,4.6614,0.0,0.0049,0.0,0.5071,34.5878,34.5902,26.839,26.8409,0.0362,1.102,0.39,False,2018-04-15 05:25:06.592
440.08,2018-04-15 05:12:33,754.263,18103.0,-106.98056000000001,17.01268,437.0,8.7645,8.7647,3.6731010000000004,3.67334,0.078064,12.3287,4.5859,0.050671,0.0,4.5859,0.026,0.5074,0.0,4.6619,0.0,0.0049,0.0,0.5067,34.5875,34.5898,26.84,26.8418,0.0348,1.06,0.375,False,2018-04-15 05:25:07.263
441.089,2018-04-15 05:12:33,754.977,18120.0,-106.98056000000001,17.01268,438.0,8.7532,8.7531,3.672042,3.6722349999999997,0.07733200000000001,12.3286,4.5861,0.050671,0.0,4.5861,0.0257,0.5077,0.0,4.6636,0.0,0.0049,0.0,0.507,34.5869,34.589,26.8413,26.843,0.0387,1.177,0.41600000000000004,False,2018-04-15 05:25:07.977
442.097,2018-04-15 05:12:33,755.817,18141.0,-106.98056000000001,17.01268,439.0,8.739,8.739,3.670714,3.670928,0.075211,12.3286,4.5861,0.050671,0.0,4.5861,0.025,0.5076,0.0,4.6648,0.0,0.0049,0.0,0.5069,34.5863,34.5886,26.8431,26.8448,0.0383,1.166,0.41200000000000003,False,2018-04-15 05:25:08.817
443.105,2018-04-15 05:12:33,756.775,18164.0,-106.98056000000001,17.01268,440.0,8.7113,8.7115,3.6680230000000003,3.668229,0.074654,12.3286,4.5861,0.050671,0.0,4.5861,0.0249,0.5076,0.0,4.6651,0.0,0.0049,0.0,0.5069,34.5845,34.5865,26.846,26.8476,0.0378,1.15,0.406,False,2018-04-15 05:25:09.775
444.11300000000006,2018-04-15 05:12:33,757.797,18188.0,-106.98056000000001,17.01268,441.0,8.6845,8.685,3.665516,3.6657870000000004,0.07448300000000001,12.3286,4.5861,0.050671,0.0,4.5861,0.0248,0.5076,0.0,4.6653,0.0,0.0049,0.0,0.5069,34.5838,34.5862,26.8497,26.8515,0.0358,1.088,0.384,False,2018-04-15 05:25:10.797
445.121,2018-04-15 05:12:33,758.908,18215.0,-106.98056000000001,17.01268,442.0,8.6779,8.6778,3.664904,3.6651160000000003,0.073896,12.3286,4.5861,0.050671,0.0,4.5861,0.0246,0.5074,0.0,4.6656,0.0,0.0049,0.0,0.5067,34.5834,34.5857,26.8504,26.8522,0.0373,1.136,0.401,False,2018-04-15 05:25:11.908
446.129,2018-04-15 05:12:33,760.1010000000001,18243.0,-106.98056000000001,17.01268,443.0,8.6708,8.671,3.6642620000000004,3.6644989999999997,0.074045,12.3282,4.5865,0.050671,0.0,4.5865,0.0247,0.5076,0.0,4.6664,0.0,0.0049,0.0,0.5069,34.5831,34.5854,26.8512,26.853,0.0384,1.168,0.41200000000000003,False,2018-04-15 05:25:13.101
447.13699999999994,2018-04-15 05:12:33,761.1669999999999,18269.0,-106.98056000000001,17.01268,444.0,8.649,8.648,3.662209,3.66232,0.076132,12.3286,4.5861,0.050671,0.0,4.5861,0.0253,0.5077,0.0,4.6663,0.0,0.0049,0.0,0.507,34.5822,34.5844,26.854,26.8559,0.0371,1.128,0.39799999999999996,False,2018-04-15 05:25:14.167
448.14599999999996,2018-04-15 05:12:33,762.046,18290.0,-106.98056000000001,17.01268,445.0,8.639,8.6381,3.66131,3.66143,0.076226,12.3285,4.5862,0.050671,0.0,4.5862,0.0254,0.5076,0.0,4.6666,0.0,0.0049,0.0,0.5069,34.582,34.5841,26.8554,26.8572,0.036,1.0959999999999999,0.386,False,2018-04-15 05:25:15.046
449.154,2018-04-15 05:12:33,762.86,18310.0,-106.98056000000001,17.01268,446.0,8.6339,8.633,3.660864,3.660999,0.075774,12.3284,4.5863,0.050671,0.0,4.5863,0.0252,0.5073,0.0,4.6673,0.0,0.0049,0.0,0.5066,34.5818,34.5841,26.8561,26.858,0.0369,1.122,0.395,False,2018-04-15 05:25:15.860
450.162,2018-04-15 05:12:33,763.808,18332.0,-106.98056000000001,17.01268,447.0,8.6311,8.631,3.660622,3.660846,0.075968,12.3286,4.5861,0.050671,0.0,4.5861,0.0253,0.5076,0.0,4.6677,0.0,0.0049,0.0,0.5069,34.5816,34.584,26.8563,26.8582,0.0381,1.161,0.409,False,2018-04-15 05:25:16.808
451.17,2018-04-15 05:12:33,765.2389999999999,18367.0,-106.98056000000001,17.01268,448.0,8.5978,8.5969,3.657403,3.657515,0.07704,12.3284,4.5863,0.050671,0.0,4.5863,0.0256,0.5076,0.0,4.666,0.0,0.0049,0.0,0.5069,34.5797,34.5817,26.86,26.8617,0.0377,1.146,0.40399999999999997,False,2018-04-15 05:25:18.239
452.17800000000005,2018-04-15 05:12:33,766.6060000000001,18400.0,-106.98056000000001,17.01268,449.0,8.5487,8.5474,3.6527,3.6528080000000003,0.073751,12.3284,4.5864,0.050671,0.0,4.5864,0.0246,0.5076,0.0,4.6649,0.0,0.0049,0.0,0.5069,34.5775,34.5799,26.8658,26.868,0.0371,1.128,0.397,False,2018-04-15 05:25:19.606
453.186,2018-04-15 05:12:33,767.674,18425.0,-106.98056000000001,17.01268,450.0,8.5297,8.5306,3.6509410000000004,3.651247,0.07591,12.328,4.5867,0.050671,0.0,4.5867,0.0253,0.5074,0.0,4.6654,0.0,0.0049,0.0,0.5067,34.577,34.5793,26.8684,26.8701,0.0359,1.091,0.384,False,2018-04-15 05:25:20.674
454.195,2018-04-15 05:12:33,768.6410000000001,18448.0,-106.98056000000001,17.01268,451.0,8.5252,8.5248,3.650543,3.650732,0.076779,12.3282,4.5866,0.050671,0.0,4.5866,0.0256,0.5074,0.0,4.6657,0.0,0.0049,0.0,0.5067,34.5768,34.5791,26.869,26.8708,0.038,1.155,0.406,False,2018-04-15 05:25:21.641
455.20300000000003,2018-04-15 05:12:33,769.51,18469.0,-106.98056000000001,17.01268,452.0,8.5153,8.5158,3.6496510000000004,3.6499080000000004,0.076925,12.3283,4.5864,0.050671,0.0,4.5864,0.0256,0.5077,0.0,4.6653,0.0,0.0049,0.0,0.507,34.5765,34.5788,26.8703,26.872,0.0392,1.192,0.419,False,2018-04-15 05:25:22.510
456.211,2018-04-15 05:12:33,770.294,18488.0,-106.98056000000001,17.01268,453.0,8.4864,8.4856,3.646893,3.64696,0.07731,12.3281,4.5867,0.050671,0.0,4.5867,0.0257,0.5076,0.0,4.6653,0.0,0.0049,0.0,0.5069,34.5751,34.5767,26.8737,26.875,0.0382,1.162,0.408,False,2018-04-15 05:25:23.294
457.219,2018-04-15 05:12:33,771.041,18506.0,-106.98056000000001,17.01268,454.0,8.4384,8.438,3.6423870000000003,3.642549,0.077527,12.3281,4.5866,0.050671,0.0,4.5866,0.0258,0.5077,0.0,4.6661,0.0,0.0049,0.0,0.507,34.574,34.5761,26.8801,26.8819,0.0376,1.146,0.402,False,2018-04-15 05:25:24.041
458.227,2018-04-15 05:12:33,771.809,18524.0,-106.98056000000001,17.01268,455.0,8.4172,8.4173,3.640403,3.640607,0.078063,12.328,4.5867,0.050671,0.0,4.5867,0.026,0.5075,0.0,4.6654,0.0,0.0049,0.0,0.5068,34.5732,34.5752,26.8827,26.8844,0.0362,1.102,0.387,False,2018-04-15 05:25:24.809
459.236,2018-04-15 05:12:33,772.654,18545.0,-106.98056000000001,17.01268,456.0,8.4079,8.4075,3.6395449999999996,3.6397180000000002,0.076649,12.328,4.5868,0.050671,0.0,4.5868,0.0255,0.5075,0.0,4.6652,0.0,0.0049,0.0,0.5068,34.5728,34.5749,26.8839,26.8857,0.0377,1.147,0.402,False,2018-04-15 05:25:25.654
460.244,2018-04-15 05:12:33,773.789,18572.0,-106.98056000000001,17.01268,457.0,8.3933,8.3932,3.638175,3.6383900000000002,0.075175,12.3274,4.5874,0.050671,0.0,4.5874,0.025,0.5073,0.0,4.6655,0.0,0.0049,0.0,0.5067,34.5721,34.5744,26.8856,26.8874,0.0348,1.058,0.371,False,2018-04-15 05:25:26.789
461.25199999999995,2018-04-15 05:12:33,775.299,18608.0,-106.98056000000001,17.01268,458.0,8.387,8.3873,3.6376370000000002,3.637882,0.07682699999999999,12.3273,4.5875,0.050671,0.0,4.5875,0.0256,0.5073,0.0,4.6651,0.0,0.0049,0.0,0.5067,34.572,34.5743,26.8865,26.8883,0.0376,1.145,0.401,False,2018-04-15 05:25:28.299
462.26,2018-04-15 05:12:33,776.572,18639.0,-106.98057,17.01268,459.0,8.3857,8.3857,3.637576,3.6378129999999995,0.074701,12.3272,4.5877,0.050671,0.0,4.5877,0.0249,0.5073,0.0,4.6654,0.0,0.0049,0.0,0.5066,34.5722,34.5747,26.8869,26.8888,0.0367,1.117,0.391,False,2018-04-15 05:25:29.572
463.26800000000003,2018-04-15 05:12:33,777.53,18662.0,-106.98058,17.01268,460.0,8.38,8.3801,3.637108,3.637337,0.075325,12.3273,4.5876,0.050671,0.0,4.5876,0.0251,0.5072,0.0,4.6656,0.0,0.0049,0.0,0.5066,34.5723,34.5747,26.8879,26.8897,0.0377,1.148,0.402,False,2018-04-15 05:25:30.530
464.276,2018-04-15 05:12:33,778.459,18684.0,-106.98058,17.01268,461.0,8.3702,8.3701,3.6362360000000002,3.636452,0.076075,12.3274,4.5874,0.050671,0.0,4.5874,0.0253,0.5076,0.0,4.6662,0.0,0.0049,0.0,0.5069,34.5722,34.5746,26.8893,26.8912,0.0386,1.173,0.41100000000000003,False,2018-04-15 05:25:31.459
465.285,2018-04-15 05:12:33,779.421,18707.0,-106.98058,17.01268,462.0,8.3538,8.3536,3.6347379999999996,3.634932,0.076447,12.3274,4.5875,0.050671,0.0,4.5875,0.0254,0.5074,0.0,4.6661,0.0,0.0049,0.0,0.5068,34.5719,34.5742,26.8916,26.8934,0.0349,1.062,0.37200000000000005,False,2018-04-15 05:25:32.421
466.293,2018-04-15 05:12:33,780.342,18729.0,-106.98058,17.01268,463.0,8.3391,8.3391,3.6333879999999996,3.6336209999999998,0.077081,12.3274,4.5875,0.050671,0.0,4.5875,0.0257,0.5071,0.0,4.6655,0.0,0.0049,0.0,0.5064,34.5715,34.574,26.8935,26.8955,0.0355,1.081,0.379,False,2018-04-15 05:25:33.342
467.301,2018-04-15 05:12:33,781.176,18749.0,-106.98058,17.01268,464.0,8.324,8.3239,3.6320010000000003,3.6322089999999996,0.076929,12.3276,4.5872,0.050671,0.0,4.5872,0.0256,0.5074,0.0,4.665,0.0,0.0049,0.0,0.5068,34.5711,34.5734,26.8955,26.8974,0.0411,1.25,0.43799999999999994,False,2018-04-15 05:25:34.176
468.31,2018-04-15 05:12:33,782.0269999999999,18770.0,-106.98056000000001,17.01268,465.0,8.3126,8.3126,3.6309620000000002,3.631175,0.077437,12.3275,4.5873,0.050671,0.0,4.5873,0.0258,0.5075,0.0,4.6627,0.0,0.0049,0.0,0.5069,34.5708,34.5731,26.897,26.8988,0.0366,1.115,0.39,False,2018-04-15 05:25:35.027
469.31800000000004,2018-04-15 05:12:33,783.123,18796.0,-106.98056000000001,17.01268,466.0,8.2884,8.2879,3.6286949999999996,3.6288519999999997,0.07603700000000001,12.3274,4.5874,0.050671,0.0,4.5874,0.0253,0.5071,0.0,4.6639,0.0,0.0049,0.0,0.5065,34.57,34.5722,26.9001,26.9018,0.0342,1.04,0.364,False,2018-04-15 05:25:36.123
470.32599999999996,2018-04-15 05:12:33,784.637,18832.0,-106.98056000000001,17.01268,467.0,8.2742,8.2741,3.627361,3.6275720000000002,0.07664800000000001,12.3275,4.5873,0.050671,0.0,4.5873,0.0255,0.5074,0.0,4.6651,0.0,0.0049,0.0,0.5068,34.5693,34.5716,26.9017,26.9035,0.0387,1.179,0.41200000000000003,False,2018-04-15 05:25:37.637
471.334,2018-04-15 05:12:33,785.8910000000001,18862.0,-106.98056000000001,17.01268,468.0,8.2647,8.2648,3.6265120000000004,3.626761,0.077088,12.3273,4.5875,0.050671,0.0,4.5875,0.0257,0.5073,0.0,4.6646,0.0,0.0049,0.0,0.5066,34.5691,34.5716,26.903,26.9049,0.0369,1.121,0.392,False,2018-04-15 05:25:38.891
472.343,2018-04-15 05:12:33,786.799,18884.0,-106.98057,17.01268,469.0,8.2492,8.2485,3.625035,3.625157,0.07672899999999999,12.3275,4.5873,0.050671,0.0,4.5873,0.0255,0.5075,0.0,4.6631,0.0,0.0049,0.0,0.5069,34.5681,34.5701,26.9046,26.9062,0.0398,1.212,0.424,False,2018-04-15 05:25:39.799
473.351,2018-04-15 05:12:33,787.5880000000001,18903.0,-106.98058,17.01268,470.0,8.1994,8.1984,3.6202949999999996,3.6203760000000003,0.077139,12.3274,4.5874,0.050671,0.0,4.5874,0.0257,0.5076,0.0,4.6634,0.0,0.0049,0.0,0.507,34.5661,34.568,26.9105,26.9121,0.0376,1.145,0.39899999999999997,False,2018-04-15 05:25:40.588
474.35900000000004,2018-04-15 05:12:33,788.3639999999999,18922.0,-106.98058,17.01268,471.0,8.1633,8.1629,3.6169279999999997,3.617068,0.077106,12.3271,4.5877,0.050671,0.0,4.5877,0.0257,0.5074,0.0,4.6635,0.0,0.0049,0.0,0.5067,34.5652,34.5671,26.9152,26.9168,0.0356,1.083,0.37799999999999995,False,2018-04-15 05:25:41.364
475.36699999999996,2018-04-15 05:12:33,789.196,18942.0,-106.98058,17.01268,472.0,8.1418,8.1417,3.614956,3.6151379999999995,0.076066,12.3271,4.5877,0.050671,0.0,4.5877,0.0253,0.5073,0.0,4.6645,0.0,0.0049,0.0,0.5067,34.5648,34.5669,26.9182,26.9198,0.0372,1.1320000000000001,0.395,False,2018-04-15 05:25:42.196
476.376,2018-04-15 05:12:33,790.23,18967.0,-106.98058,17.01268,473.0,8.1288,8.1288,3.613746,3.613952,0.0748,12.3272,4.5876,0.050671,0.0,4.5876,0.0249,0.5074,0.0,4.6646,0.0,0.0049,0.0,0.5068,34.5642,34.5664,26.9196,26.9214,0.0375,1.1420000000000001,0.39799999999999996,False,2018-04-15 05:25:43.230
477.384,2018-04-15 05:12:33,791.352,18993.0,-106.98058,17.01268,474.0,8.1217,8.1216,3.6131010000000003,3.6133029999999997,0.07601799999999999,12.3268,4.5881,0.050671,0.0,4.5881,0.0253,0.5071,0.0,4.6652,0.0,0.0049,0.0,0.5065,34.5639,34.5661,26.9205,26.9222,0.0351,1.068,0.37200000000000005,False,2018-04-15 05:25:44.352
478.392,2018-04-15 05:12:33,792.395,19018.0,-106.98058,17.01268,475.0,8.1028,8.1024,3.6113440000000003,3.6115239999999997,0.074482,12.3271,4.5878,0.050671,0.0,4.5878,0.0248,0.5073,0.0,4.6654,0.0,0.0049,0.0,0.5067,34.5632,34.5655,26.9228,26.9247,0.0392,1.192,0.415,False,2018-04-15 05:25:45.395
479.401,2018-04-15 05:12:33,793.4580000000001,19044.0,-106.98058,17.01268,476.0,8.0794,8.0783,3.609149,3.6092699999999995,0.074888,12.327,4.5879,0.050671,0.0,4.5879,0.0249,0.5074,0.0,4.4711,0.0,0.0049,0.0,0.5068,34.5623,34.5646,26.9256,26.9276,0.0379,1.155,0.402,False,2018-04-15 05:25:46.458
480.409,2018-04-15 05:12:33,794.664,19073.0,-106.98058,17.01268,477.0,8.0322,8.0306,3.604683,3.604747,0.074847,12.327,4.5878,0.050671,0.0,4.5878,0.0249,0.5074,0.0,4.6448,0.0,0.0049,0.0,0.5067,34.5606,34.5628,26.9313,26.9333,0.0366,1.115,0.38799999999999996,False,2018-04-15 05:25:47.664
481.417,2018-04-15 05:12:33,795.7769999999999,19100.0,-106.98058,17.01268,478.0,7.9801,7.9787,3.599768,3.5998339999999995,0.077299,12.3267,4.5882,0.050671,0.0,4.5882,0.0257,0.5073,0.0,4.6658,0.0,0.0049,0.0,0.5066,34.5588,34.5608,26.9376,26.9394,0.0361,1.097,0.381,False,2018-04-15 05:25:48.777
482.426,2018-04-15 05:12:33,796.6510000000001,19121.0,-106.98058,17.01268,479.0,7.9505,7.951,3.5971260000000003,3.597374,0.07710499999999999,12.3265,4.5884,0.050671,0.0,4.5884,0.0257,0.5072,0.0,4.6644,0.0,0.0049,0.0,0.5066,34.5592,34.5614,26.9423,26.944,0.0376,1.1440000000000001,0.397,False,2018-04-15 05:25:49.651
483.434,2018-04-15 05:12:33,797.441,19140.0,-106.98058,17.01268,480.0,7.9483,7.9486,3.59694,3.597174,0.077681,12.3267,4.5882,0.050671,0.0,4.5882,0.0259,0.5073,0.0,4.6654,0.0,0.0049,0.0,0.5066,34.5589,34.5611,26.9424,26.9442,0.0362,1.101,0.382,False,2018-04-15 05:25:50.441
484.44199999999995,2018-04-15 05:12:33,798.2739999999999,19160.0,-106.98056000000001,17.01268,481.0,7.9419,7.9421,3.596372,3.5965910000000005,0.076958,12.3266,4.5883,0.050671,0.0,4.5883,0.0256,0.5071,0.0,4.6663,0.0,0.0049,0.0,0.5065,34.5586,34.5608,26.9432,26.9449,0.0348,1.058,0.36700000000000005,False,2018-04-15 05:25:51.274
