Pressure [dbar],timeS,longitude,latitude,depSMlignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
243.0,491.901,-106.97899,16.98438,243,11.4393,11.4398,3.930729,3.930977,0.073059,12.3435,4.569,0.0501,0,4.569,0.0243,0.5082,0,4.6337,0,0,0,0.5074,34.7403,34.7423,26.4986,26.5,0.0354,1.078,0.404
244.0,492.976,-106.97898,16.98438,244,11.4399,11.4405,3.930853,3.931107,0.073102,12.3435,4.569,0.0501,0,4.569,0.0243,0.508,0,4.6334,0,0,0,0.5072,34.7405,34.7425,26.4986,26.5001,0.0355,1.082,0.406
245.0,493.817,-106.97898,16.98438,245,11.4403,11.4407,3.930947,3.931184,0.072647,12.3435,4.569,0.0501,0,4.569,0.0242,0.508,0,4.633,0,0,0,0.5072,34.7407,34.7426,26.4987,26.5002,0.0359,1.091,0.409
246.0,494.554,-106.97898,16.98438,246,11.4395,11.4394,3.930928,3.931117,0.072613,12.3434,4.5691,0.0501,0,4.5691,0.0242,0.5082,0,4.6332,0,0,0,0.5074,34.7408,34.7428,26.499,26.5006,0.0364,1.11,0.416
247.0,495.251,-106.97898,16.98438,247,11.4377,11.4375,3.930812,3.931015,0.072336,12.3435,4.569,0.0501,0,4.569,0.0241,0.5081,0,4.6329,0,0,0,0.5072,34.7409,34.7431,26.4994,26.5011,0.0363,1.105,0.414
248.0,495.957,-106.97898,16.98438,248,11.434,11.4361,3.930473,3.930905,0.073076,12.3434,4.5691,0.0501,0,4.5691,0.0243,0.5083,0,4.6334,0,0,0,0.5074,34.7406,34.7429,26.4999,26.5013,0.0354,1.079,0.404
249.0,496.694,-106.97898,16.98438,249,11.4291,11.431,3.930026,3.930411,0.072121,12.3436,4.5689,0.0501,0,4.5689,0.024,0.5079,0,4.6336,0,0,0,0.5071,34.7404,34.7423,26.5006,26.5018,0.0345,1.051,0.394
250.0,497.496,-106.97898,16.98438,250,11.4205,11.4178,3.929185,3.929118,0.072679,12.3436,4.5689,0.0501,0,4.5689,0.0242,0.5082,0,4.6341,0,0,0,0.5074,34.7397,34.7415,26.5017,26.5036,0.037,1.127,0.422
251.0,498.401,-106.97898,16.98438,251,11.4084,11.409,3.927992,3.928268,0.072962,12.3431,4.5695,0.0501,0,4.5695,0.0243,0.5081,0,4.6323,0,0,0,0.5073,34.7388,34.741,26.5033,26.5049,0.0354,1.078,0.404
252.0,499.531,-106.97898,16.98438,252,11.3938,11.3938,3.926516,3.926711,0.072457,12.3432,4.5693,0.0501,0,4.5693,0.0241,0.5081,0,4.633,0,0,0,0.5073,34.7375,34.7394,26.505,26.5065,0.0356,1.085,0.406
253.0,501.205,-106.97898,16.98438,253,11.3773,11.3776,3.924875,3.925095,0.073213,12.3431,4.5694,0.0501,0,4.5694,0.0244,0.5081,0,4.6346,0,0,0,0.5073,34.7363,34.7382,26.5071,26.5086,0.0364,1.109,0.415
254.0,502.662,-106.97898,16.98438,254,11.3474,11.3466,3.921898,3.922012,0.073117,12.3428,4.5698,0.0501,0,4.5698,0.0244,0.5081,0,4.6326,0,0,0,0.5073,34.7345,34.7365,26.5113,26.5129,0.0356,1.085,0.406
255.0,503.52,-106.97898,16.98438,255,11.3312,11.3316,3.920202,3.920447,0.073057,12.3426,4.57,0.0501,0,4.57,0.0243,0.5082,0,4.6121,0,0,0,0.5074,34.7326,34.7346,26.5127,26.5142,0.0359,1.093,0.409
256.0,504.204,-106.97898,16.98438,256,11.3235,11.3239,3.919423,3.919686,0.071802,12.3432,4.5693,0.0501,0,4.5693,0.0239,0.508,0,4.6259,0,0,0,0.5072,34.7317,34.7339,26.5135,26.5151,0.0342,1.042,0.389
257.0,504.855,-106.97898,16.98438,257,11.3219,11.3225,3.919281,3.919553,0.073008,12.3429,4.5696,0.0501,0,4.5696,0.0243,0.5079,0,4.6287,0,0,0,0.5071,34.7314,34.7335,26.5136,26.5151,0.035,1.066,0.398
258.0,505.607,-106.97898,16.98438,258,11.3182,11.3191,3.918904,3.919193,0.072598,12.343,4.5695,0.0501,0,4.5695,0.0242,0.508,0,4.6334,0,0,0,0.5072,34.7306,34.7326,26.5137,26.5151,0.0354,1.079,0.403
259.0,507.061,-106.97898,16.98438,259,11.3141,11.3133,3.918453,3.918593,0.072677,12.343,4.5695,0.0501,0,4.5695,0.0242,0.508,0,4.6365,0,0,0,0.5072,34.7296,34.7317,26.5137,26.5155,0.0358,1.091,0.408
260.0,508.94,-106.97896,16.98438,260,11.2913,11.2912,3.916072,3.916281,0.072922,12.3428,4.5698,0.0501,0,4.5698,0.0243,0.5081,0,4.6352,0,0,0,0.5073,34.7271,34.7292,26.5159,26.5175,0.0361,1.1,0.411
261.0,510,-106.97896,16.98438,261,11.2732,11.2731,3.91426,3.914443,0.072147,12.3427,4.5699,0.0501,0,4.5699,0.024,0.508,0,4.6328,0,0,0,0.5072,34.7257,34.7276,26.5181,26.5196,0.0347,1.057,0.395
262.0,510.782,-106.97896,16.98438,262,11.2668,11.2673,3.913691,3.91395,0.072863,12.3428,4.5698,0.0501,0,4.5698,0.0243,0.508,0,4.6304,0,0,0,0.5072,34.7256,34.7277,26.5193,26.5209,0.0359,1.094,0.408
263.0,511.494,-106.97896,16.98438,263,11.2631,11.2634,3.91334,3.913569,0.072801,12.343,4.5696,0.0501,0,4.5696,0.0242,0.508,0,4.6272,0,0,0,0.5072,34.7252,34.7272,26.5197,26.5211,0.035,1.065,0.398
264.0,512.237,-106.97896,16.98438,264,11.2572,11.2573,3.912809,3.913037,0.07271,12.3429,4.5697,0.0501,0,4.5697,0.0242,0.508,0,4.6325,0,0,0,0.5072,34.7251,34.7272,26.5206,26.5223,0.0357,1.087,0.406
265.0,513.083,-106.97896,16.98438,265,11.2547,11.2551,3.912595,3.912836,0.071622,12.3428,4.5698,0.0501,0,4.5698,0.0239,0.508,0,4.6339,0,0,0,0.5072,34.7248,34.7268,26.5209,26.5224,0.0359,1.092,0.407
266.0,514.156,-106.97896,16.98438,266,11.2486,11.2489,3.911992,3.912228,0.072493,12.343,4.5696,0.0501,0,4.5696,0.0241,0.5081,0,4.6354,0,0,0,0.5073,34.7242,34.7262,26.5216,26.5231,0.0363,1.104,0.412
267.0,515.284,-106.97896,16.98438,267,11.2243,11.2244,3.909559,3.909774,0.072236,12.3428,4.5698,0.0501,0,4.5698,0.0241,0.5081,0,4.6357,0,0,0,0.5072,34.7224,34.7245,26.5247,26.5262,0.0352,1.072,0.4
268.0,516.215,-106.97896,16.98438,268,11.2176,11.2181,3.908932,3.909174,0.072162,12.3427,4.5698,0.0501,0,4.5698,0.024,0.5079,0,4.635,0,0,0,0.5071,34.7221,34.724,26.5257,26.5271,0.0346,1.054,0.393
269.0,517.024,-106.97896,16.98438,269,11.213,11.2135,3.908479,3.908722,0.07267,12.3429,4.5696,0.0501,0,4.5696,0.0242,0.5079,0,4.6162,0,0,0,0.5071,34.7215,34.7235,26.5261,26.5275,0.0353,1.075,0.401
270.0,517.833,-106.97896,16.98438,270,11.1928,11.1928,3.906443,3.906626,0.073067,12.3427,4.5698,0.0501,0,4.5698,0.0243,0.5079,0,4.6112,0,0,0,0.5071,34.7199,34.7217,26.5285,26.53,0.0353,1.076,0.401
271.0,518.895,-106.97896,16.98438,271,11.1585,11.1577,3.902967,3.903083,0.073033,12.3424,4.5702,0.0501,0,4.5702,0.0243,0.5079,0,4.6261,0,0,0,0.5071,34.7172,34.7191,26.5327,26.5343,0.0359,1.093,0.407
272.0,520.366,-106.97896,16.98438,272,11.1311,11.1311,3.900301,3.900505,0.073051,12.3422,4.5705,0.0501,0,4.5705,0.0243,0.5079,0,4.6304,0,0,0,0.5071,34.7161,34.7181,26.5368,26.5384,0.0352,1.07,0.398
273.0,521.572,-106.97896,16.98438,273,11.1194,11.119,3.89936,3.899524,0.0728,12.3425,4.5701,0.0501,0,4.5701,0.0242,0.5079,0,4.6253,0,0,0,0.5071,34.7173,34.7194,26.5399,26.5416,0.0357,1.087,0.405
274.0,522.47,-106.97896,16.98438,274,11.1004,11.1006,3.897562,3.897788,0.073074,12.3426,4.57,0.0501,0,4.57,0.0243,0.508,0,4.6261,0,0,0,0.5072,34.717,34.719,26.5431,26.5446,0.0355,1.08,0.402
275.0,523.308,-106.97896,16.98438,275,11.0755,11.0746,3.895011,3.895095,0.073255,12.3428,4.5697,0.0501,0,4.5697,0.0244,0.5079,0,4.6325,0,0,0,0.5071,34.7146,34.7163,26.5458,26.5473,0.0357,1.085,0.404
276.0,524.246,-106.97896,16.98438,276,11.0529,11.0528,3.892753,3.892958,0.073121,12.3431,4.5695,0.0501,0,4.5695,0.0244,0.5079,0,4.6335,0,0,0,0.5071,34.713,34.7151,26.5487,26.5503,0.0355,1.081,0.402
277.0,525.487,-106.97896,16.98438,277,11.0382,11.0379,3.891259,3.891435,0.073256,12.3422,4.5705,0.0501,0,4.5705,0.0244,0.508,0,4.6337,0,0,0,0.5072,34.7116,34.7136,26.5502,26.5519,0.0361,1.098,0.408
278.0,526.934,-106.97896,16.98438,278,11.0214,11.0216,3.889562,3.889784,0.073025,12.3423,4.5704,0.0501,0,4.5704,0.0243,0.5079,0,4.6338,0,0,0,0.5071,34.7101,34.7122,26.5521,26.5537,0.0351,1.068,0.397
279.0,528.144,-106.97896,16.98438,279,10.988,10.9873,3.886006,3.886136,0.072395,12.3418,4.571,0.0501,0,4.571,0.0241,0.5079,0,4.6358,0,0,0,0.5071,34.7058,34.7077,26.5548,26.5565,0.0356,1.083,0.402
280.0,529.118,-106.97896,16.98438,280,10.9569,10.9571,3.882917,3.883133,0.07278,12.3416,4.5712,0.0501,0,4.5712,0.0242,0.5079,0,4.6226,0,0,0,0.5071,34.7038,34.7058,26.5589,26.5604,0.0357,1.085,0.403
281.0,529.945,-106.97896,16.98438,281,10.9499,10.9504,3.882261,3.882525,0.073046,12.3416,4.5712,0.0501,0,4.5712,0.0243,0.5079,0,4.6127,0,0,0,0.5071,34.7035,34.7057,26.5599,26.5616,0.0359,1.092,0.405
282.0,530.685,-106.97896,16.98438,282,10.9464,10.9469,3.881965,3.882222,0.073259,12.3416,4.5712,0.0501,0,4.5712,0.0244,0.508,0,4.5997,0,0,0,0.5072,34.7034,34.7055,26.5605,26.562,0.0362,1.101,0.408
283.0,531.357,-106.97896,16.98438,283,10.9377,10.9379,3.881111,3.881334,0.07257,12.3413,4.5716,0.0501,0,4.5716,0.0242,0.508,0,4.5269,0,0,0,0.5072,34.7027,34.7046,26.5615,26.563,0.0356,1.084,0.402
284.0,532.012,-106.97896,16.98438,284,10.923,10.9233,3.879665,3.879899,0.07325,12.3415,4.5713,0.0501,0,4.5713,0.0244,0.5079,0,4.5685,0,0,0,0.5071,34.7016,34.7037,26.5634,26.5649,0.0353,1.074,0.398
285.0,532.684,-106.97896,16.98438,285,10.9119,10.9121,3.878587,3.878804,0.07326,12.3418,4.5709,0.0501,0,4.5709,0.0244,0.5079,0,4.5017,0,0,0,0.5071,34.7009,34.7029,26.5648,26.5663,0.0355,1.083,0.401
286.0,533.592,-106.97896,16.98437,286,10.8878,10.8876,3.876179,3.876395,0.073027,12.3415,4.5713,0.0501,0,4.5713,0.0243,0.5079,0,4.5203,0,0,0,0.5071,34.6992,34.7015,26.5679,26.5697,0.0357,1.086,0.402
287.0,535.562,-106.97896,16.98436,287,10.8801,10.8748,3.875325,3.875246,0.073642,12.3416,4.5712,0.0501,0,4.5712,0.0245,0.5079,0,4.5376,0,0,0,0.5071,34.6975,34.7017,26.5679,26.5721,0.0357,1.087,0.402
288.0,537.223,-106.97896,16.98436,288,10.8424,10.8425,3.871794,3.872021,0.072803,12.3414,4.5714,0.0501,0,4.5714,0.0243,0.508,0,4.599,0,0,0,0.5071,34.6974,34.6996,26.5746,26.5763,0.0361,1.099,0.407
289.0,538.11,-106.97896,16.98436,289,10.8397,10.8401,3.871577,3.871841,0.07347,12.341,4.5718,0.0501,0,4.5718,0.0245,0.5079,0,4.6205,0,0,0,0.5071,34.6973,34.6996,26.575,26.5767,0.0356,1.085,0.401
290.0,538.855,-106.97896,16.98436,290,10.8217,10.8218,3.869701,3.869904,0.07326,12.3407,4.5721,0.0501,0,4.5721,0.0244,0.508,0,4.5975,0,0,0,0.5072,34.6951,34.6971,26.5766,26.5781,0.0361,1.099,0.406
291.0,539.577,-106.97896,16.98436,291,10.7947,10.7948,3.866964,3.867182,0.073456,12.3407,4.5722,0.0501,0,4.5722,0.0245,0.5079,0,4.5756,0,0,0,0.5071,34.6929,34.695,26.5796,26.5813,0.0355,1.079,0.399
292.0,540.363,-106.97896,16.98436,292,10.7767,10.7766,3.865115,3.865297,0.072567,12.3405,4.5724,0.0501,0,4.5724,0.0242,0.5079,0,4.6032,0,0,0,0.5071,34.6909,34.6929,26.5814,26.5829,0.0358,1.088,0.402
293.0,541.328,-106.97896,16.98436,293,10.7533,10.753,3.862725,3.862893,0.072555,12.3409,4.572,0.0501,0,4.572,0.0242,0.5079,0,4.6166,0,0,0,0.5071,34.6887,34.6907,26.5838,26.5854,0.0357,1.086,0.401
294.0,542.507,-106.97896,16.98436,294,10.7362,10.7359,3.860993,3.861161,0.073137,12.3403,4.5726,0.0501,0,4.5726,0.0244,0.5079,0,4.5876,0,0,0,0.5071,34.6871,34.6891,26.5856,26.5872,0.0356,1.083,0.4
295.0,543.684,-106.97896,16.98436,295,10.7205,10.7202,3.859421,3.859609,0.072738,12.3406,4.5723,0.0501,0,4.5723,0.0242,0.5079,0,4.6139,0,0,0,0.5071,34.6858,34.6879,26.5874,26.5891,0.0361,1.097,0.405
296.0,544.842,-106.97896,16.98436,296,10.7112,10.7114,3.858543,3.858775,0.073,12.3406,4.5723,0.0501,0,4.5723,0.0243,0.5079,0,4.6295,0,0,0,0.5071,34.6853,34.6875,26.5887,26.5903,0.0357,1.087,0.401
297.0,546.168,-106.97896,16.98436,297,10.7072,10.7076,3.858215,3.85848,0.073038,12.34,4.573,0.0501,0,4.573,0.0243,0.5079,0,4.6291,0,0,0,0.5071,34.6854,34.6876,26.5894,26.5911,0.0358,1.09,0.402
298.0,547.406,-106.97896,16.98436,298,10.7059,10.706,3.858149,3.858399,0.072597,12.3404,4.5725,0.0501,0,4.5725,0.0242,0.5079,0,4.6322,0,0,0,0.5071,34.6856,34.6879,26.5899,26.5917,0.036,1.096,0.404
299.0,548.252,-106.97896,16.98436,299,10.7004,10.7007,3.857647,3.857892,0.072682,12.3403,4.5726,0.0501,0,4.5726,0.0242,0.5079,0,4.5969,0,0,0,0.5071,34.6852,34.6874,26.5906,26.5922,0.0359,1.092,0.403
300.0,548.955,-106.97896,16.98436,300,10.6922,10.6926,3.856896,3.857166,0.072771,12.3403,4.5726,0.0501,0,4.5726,0.0242,0.5079,0,4.6285,0,0,0,0.5071,34.685,34.6873,26.5919,26.5936,0.0359,1.093,0.403
301.0,549.604,-106.97896,16.98436,301,10.6881,10.6885,3.85653,3.856794,0.07326,12.3407,4.5721,0.0501,0,4.5721,0.0244,0.5079,0,4.6363,0,0,0,0.5071,34.6848,34.687,26.5925,26.5941,0.0359,1.093,0.403
302.0,550.297,-106.97896,16.98436,302,10.6796,10.6799,3.855722,3.85595,0.07326,12.3402,4.5727,0.0501,0,4.5727,0.0244,0.5079,0,4.6392,0,0,0,0.5071,34.6843,34.6863,26.5936,26.5951,0.0359,1.093,0.403
303.0,551.27,-106.97896,16.98436,303,10.6625,10.6618,3.854023,3.854163,0.072944,12.3402,4.5727,0.0501,0,4.5727,0.0243,0.5079,0,4.6438,0,0,0,0.5071,34.683,34.685,26.5956,26.5974,0.0359,1.094,0.403
304.0,552.897,-106.97896,16.98436,304,10.6444,10.6435,3.852256,3.852383,0.072893,12.3401,4.5728,0.0501,0,4.5728,0.0243,0.5079,0,4.6447,0,0,0,0.5071,34.682,34.6841,26.5981,26.5999,0.036,1.094,0.403
305.0,554.192,-106.97896,16.98436,305,10.6196,10.6195,3.849854,3.850069,0.073429,12.3395,4.5735,0.0501,0,4.5735,0.0245,0.5079,0,4.6443,0,0,0,0.5071,34.6809,34.6832,26.6016,26.6034,0.036,1.095,0.403
306.0,555.025,-106.97896,16.98436,306,10.5891,10.5887,3.846882,3.847061,0.073255,12.3396,4.5734,0.0501,0,4.5734,0.0244,0.5079,0,4.6435,0,0,0,0.5071,34.6795,34.6817,26.606,26.6077,0.0363,1.104,0.406
307.0,555.697,-106.97896,16.98436,307,10.5675,10.5676,3.844832,3.845067,0.07326,12.3395,4.5736,0.0501,0,4.5736,0.0244,0.508,0,4.6424,0,0,0,0.5072,34.679,34.6812,26.6093,26.611,0.0361,1.098,0.403
308.0,556.334,-106.97896,16.98436,308,10.5611,10.5614,3.844239,3.844484,0.07326,12.3402,4.5727,0.0501,0,4.5727,0.0244,0.5078,0,4.6419,0,0,0,0.507,34.6786,34.6807,26.6102,26.6118,0.0355,1.08,0.397
309.0,557.027,-106.97898,16.98436,309,10.5559,10.5561,3.843751,3.843972,0.073453,12.3395,4.5736,0.0501,0,4.5736,0.0245,0.5079,0,4.6435,0,0,0,0.5071,34.6782,34.6801,26.6108,26.6123,0.0363,1.103,0.406
310.0,558.159,-106.97898,16.98436,310,10.5538,10.5525,3.84358,3.843644,0.073279,12.3394,4.5736,0.0501,0,4.5736,0.0244,0.5079,0,4.6443,0,0,0,0.5071,34.678,34.6798,26.611,26.6127,0.0357,1.088,0.4
311.0,560.553,-106.97898,16.98436,311,10.5581,10.5507,3.844034,3.843539,0.072707,12.3397,4.5733,0.0501,0,4.5733,0.0242,0.5078,0,4.6447,0,0,0,0.507,34.678,34.6801,26.6104,26.6133,0.0357,1.086,0.399
312.0,561.918,-106.97898,16.98435,312,10.5429,10.5433,3.842609,3.842889,0.073107,12.3394,4.5736,0.0501,0,4.5736,0.0243,0.5079,0,4.6434,0,0,0,0.5071,34.6777,34.6801,26.6128,26.6145,0.0365,1.11,0.408
313.0,562.748,-106.97898,16.98434,313,10.5391,10.5393,3.842301,3.842566,0.072702,12.3396,4.5734,0.0501,0,4.5734,0.0242,0.5079,0,4.6435,0,0,0,0.5071,34.6778,34.6802,26.6135,26.6154,0.0358,1.09,0.401
314.0,563.467,-106.97898,16.98434,314,10.5327,10.5329,3.841706,3.841945,0.073702,12.339,4.5741,0.0501,0,4.5741,0.0245,0.5078,0,4.6439,0,0,0,0.507,34.6773,34.6796,26.6143,26.616,0.036,1.095,0.402
315.0,564.162,-106.97898,16.98436,315,10.5176,10.5176,3.840249,3.84047,0.073477,12.3393,4.5738,0.0501,0,4.5738,0.0245,0.5079,0,4.6447,0,0,0,0.5071,34.6765,34.6788,26.6164,26.6181,0.0364,1.107,0.407
316.0,564.913,-106.97898,16.98436,316,10.4959,10.4959,3.838386,3.838584,0.073621,12.3392,4.5739,0.0501,0,4.5739,0.0245,0.5079,0,4.6456,0,0,0,0.5071,34.6779,34.68,26.6213,26.6229,0.036,1.096,0.403
317.0,565.794,-106.97898,16.98436,317,10.4721,10.4716,3.836014,3.836196,0.073431,12.3392,4.574,0.0501,0,4.574,0.0245,0.5078,0,4.6458,0,0,0,0.507,34.6763,34.6785,26.6242,26.626,0.0357,1.088,0.399
318.0,566.756,-106.97898,16.98436,318,10.4588,10.459,3.834714,3.834952,0.073259,12.3392,4.5739,0.0501,0,4.5739,0.0244,0.5079,0,4.6457,0,0,0,0.5071,34.6753,34.6775,26.6257,26.6274,0.0365,1.111,0.408
319.0,567.696,-106.97898,16.98436,319,10.4444,10.4458,3.833342,3.833706,0.07326,12.339,4.5741,0.0501,0,4.5741,0.0244,0.5079,0,4.6456,0,0,0,0.5071,34.6747,34.677,26.6278,26.6294,0.0359,1.092,0.401
320.0,568.594,-106.97898,16.98436,320,10.4319,10.435,3.832192,3.832722,0.072923,12.3389,4.5743,0.0501,0,4.5743,0.0243,0.5078,0,4.6479,0,0,0,0.507,34.6745,34.6769,26.6298,26.6312,0.0362,1.101,0.404
321.0,569.477,-106.97898,16.98436,321,10.4246,10.4214,3.83149,3.831397,0.073259,12.339,4.5742,0.0501,0,4.5742,0.0244,0.5079,0,4.6489,0,0,0,0.5071,34.674,34.6761,26.6307,26.6329,0.0362,1.102,0.404
322.0,570.447,-106.97898,16.98436,322,10.3962,10.3951,3.828729,3.828843,0.073545,12.3389,4.5742,0.0501,0,4.5742,0.0245,0.5079,0,4.6478,0,0,0,0.5071,34.6726,34.6748,26.6347,26.6365,0.0359,1.093,0.401
323.0,571.656,-106.979,16.98436,323,10.364,10.3636,3.82557,3.825751,0.073262,12.3387,4.5746,0.0501,0,4.5746,0.0244,0.5079,0,4.648,0,0,0,0.5071,34.6709,34.6731,26.6389,26.6407,0.0362,1.102,0.404
324.0,573.035,-106.979,16.98436,324,10.3516,10.3519,3.824396,3.824656,0.07326,12.3386,4.5746,0.0501,0,4.5746,0.0244,0.5078,0,4.6477,0,0,0,0.507,34.6704,34.6727,26.6407,26.6424,0.0357,1.087,0.398
325.0,574.291,-106.979,16.98436,325,10.3482,10.3484,3.824102,3.824345,0.073791,12.3383,4.575,0.0501,0,4.575,0.0246,0.5079,0,4.6489,0,0,0,0.5071,34.6702,34.6725,26.6411,26.6429,0.0363,1.106,0.405
326.0,575.371,-106.979,16.98436,326,10.3432,10.3434,3.823671,3.823913,0.073562,12.3383,4.575,0.0501,0,4.575,0.0245,0.5078,0,4.6471,0,0,0,0.507,34.6701,34.6724,26.642,26.6437,0.0356,1.085,0.397
327.0,576.365,-106.979,16.98434,327,10.3395,10.3396,3.823344,3.823582,0.073698,12.3388,4.5743,0.0501,0,4.5743,0.0245,0.5078,0,4.6473,0,0,0,0.507,34.6699,34.6722,26.6425,26.6442,0.0359,1.092,0.399
328.0,577.404,-106.979,16.98434,328,10.3277,10.3276,3.822211,3.822444,0.073547,12.3384,4.5749,0.0501,0,4.5749,0.0245,0.5079,0,4.6475,0,0,0,0.5071,34.6693,34.6717,26.644,26.6459,0.0365,1.111,0.406
329.0,578.607,-106.979,16.98435,329,10.3174,10.3171,3.82122,3.821429,0.073613,12.3384,4.5748,0.0501,0,4.5748,0.0245,0.5078,0,4.6481,0,0,0,0.507,34.6686,34.6709,26.6453,26.6472,0.0361,1.099,0.402
330.0,579.842,-106.979,16.98436,330,10.296,10.2959,3.819129,3.819344,0.073396,12.3382,4.5751,0.0501,0,4.5751,0.0244,0.5079,0,4.6357,0,0,0,0.5071,34.6673,34.6696,26.6481,26.6499,0.0367,1.116,0.408
331.0,580.782,-106.979,16.98436,331,10.2767,10.2768,3.817268,3.817502,0.073444,12.3379,4.5754,0.0501,0,4.5754,0.0245,0.5079,0,4.6388,0,0,0,0.5071,34.6664,34.6686,26.6507,26.6524,0.0364,1.108,0.405
332.0,581.506,-106.979,16.98436,332,10.267,10.2674,3.816357,3.816613,0.073258,12.3382,4.5751,0.0501,0,4.5751,0.0244,0.5079,0,4.6459,0,0,0,0.5071,34.6659,34.6682,26.652,26.6537,0.0364,1.108,0.405
333.0,582.144,-106.979,16.98436,333,10.2573,10.2576,3.815423,3.815684,0.07326,12.3381,4.5752,0.0501,0,4.5752,0.0244,0.5079,0,4.6444,0,0,0,0.5071,34.6653,34.6676,26.6532,26.655,0.0364,1.109,0.405
334.0,582.758,-106.979,16.98436,334,10.2445,10.2447,3.81419,3.814428,0.07326,12.3381,4.5752,0.0501,0,4.5752,0.0244,0.5079,0,4.6439,0,0,0,0.5071,34.6645,34.6667,26.6548,26.6565,0.0363,1.104,0.403
335.0,583.431,-106.979,16.98436,335,10.2306,10.2309,3.812816,3.813047,0.073663,12.3381,4.5752,0.0501,0,4.5752,0.0245,0.5079,0,4.6479,0,0,0,0.5071,34.6634,34.6655,26.6564,26.6579,0.036,1.096,0.4
336.0,584.341,-106.979,16.98436,336,10.2012,10.2009,3.809904,3.810083,0.074515,12.3379,4.5754,0.0501,0,4.5754,0.0248,0.5078,0,4.6504,0,0,0,0.507,34.6615,34.6636,26.66,26.6616,0.0362,1.102,0.402
337.0,585.741,-106.979,16.98436,337,10.1678,10.1677,3.806602,3.806818,0.073346,12.3377,4.5757,0.0501,0,4.5757,0.0244,0.5078,0,4.6507,0,0,0,0.507,34.6594,34.6617,26.664,26.6659,0.0357,1.087,0.396
338.0,587.271,-106.979,16.98436,338,10.1446,10.1444,3.804335,3.804536,0.07326,12.3376,4.5758,0.0501,0,4.5758,0.0244,0.5077,0,4.6508,0,0,0,0.5069,34.658,34.6603,26.667,26.6688,0.0358,1.089,0.397
339.0,588.716,-106.979,16.98436,339,10.1285,10.1284,3.802786,3.803008,0.073494,12.3374,4.5759,0.0501,0,4.5759,0.0245,0.5079,0,4.6508,0,0,0,0.5071,34.6572,34.6595,26.6691,26.6709,0.0369,1.122,0.409
340.0,589.909,-106.979,16.98436,340,10.1204,10.1206,3.802054,3.802299,0.073404,12.3375,4.5759,0.0501,0,4.5759,0.0244,0.5078,0,4.6508,0,0,0,0.507,34.657,34.6593,26.6704,26.6721,0.0356,1.084,0.395
341.0,590.897,-106.979,16.98436,341,10.1029,10.1024,3.800305,3.800492,0.073257,12.3371,4.5763,0.0501,0,4.5763,0.0244,0.5078,0,4.6506,0,0,0,0.507,34.6556,34.6579,26.6723,26.6742,0.0368,1.121,0.408
342.0,591.79,-106.979,16.98436,342,10.0747,10.0748,3.797601,3.79783,0.073086,12.3386,4.5746,0.0501,0,4.5746,0.0243,0.5079,0,4.6445,0,0,0,0.5071,34.6545,34.6568,26.6762,26.678,0.0368,1.12,0.408
343.0,592.654,-106.979,16.98436,343,10.0612,10.0613,3.796304,3.796542,0.073447,12.3373,4.5761,0.0501,0,4.5761,0.0245,0.5078,0,4.6224,0,0,0,0.507,34.6538,34.6561,26.678,26.6798,0.0363,1.106,0.402
344.0,593.496,-106.979,16.98436,344,10.0537,10.0543,3.795615,3.795898,0.073256,12.3374,4.5759,0.0501,0,4.5759,0.0244,0.5079,0,4.63,0,0,0,0.5071,34.6534,34.6558,26.6791,26.6808,0.0367,1.115,0.406
345.0,594.285,-106.979,16.98436,345,10.0312,10.031,3.793403,3.793565,0.07326,12.3373,4.576,0.0501,0,4.576,0.0244,0.5078,0,4.6287,0,0,0,0.507,34.6519,34.6538,26.6818,26.6832,0.0366,1.113,0.404
346.0,595.052,-106.979,16.98436,346,10.0083,10.0084,3.791154,3.791357,0.07326,12.3367,4.5767,0.0501,0,4.5767,0.0244,0.5079,0,4.6332,0,0,0,0.5071,34.6505,34.6525,26.6845,26.6861,0.0367,1.118,0.406
347.0,595.839,-106.979,16.98436,347,9.9775,9.9776,3.78818,3.78842,0.07326,12.3368,4.5767,0.0501,0,4.5767,0.0244,0.5078,0,4.6499,0,0,0,0.507,34.6492,34.6515,26.6888,26.6906,0.036,1.097,0.398
348.0,596.772,-106.979,16.98437,348,9.9591,9.959,3.786383,3.786583,0.073665,12.3369,4.5765,0.0501,0,4.5765,0.0245,0.5078,0,4.6509,0,0,0,0.507,34.648,34.6501,26.691,26.6927,0.0359,1.094,0.397
349.0,598.335,-106.979,16.98438,349,9.943,9.9415,3.784795,3.784868,0.073558,12.3368,4.5766,0.0501,0,4.5766,0.0245,0.5077,0,4.6509,0,0,0,0.5069,34.6467,34.649,26.6927,26.6947,0.0357,1.087,0.394
350.0,600.367,-106.979,16.98436,350,9.9296,9.9304,3.783551,3.783855,0.073628,12.3369,4.5765,0.0501,0,4.5765,0.0245,0.5077,0,4.647,0,0,0,0.5069,34.6464,34.6487,26.6948,26.6964,0.0355,1.08,0.392
