Pressure [dbar],timeS,longitude,latitude,depSMlignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
1.0,31.714,-106.979,16.98438,1,26.891,26.4595,5.392432,16.441289,0.10843,13.0223,3.9959,0.050168,0,3.9959,0.0361,2.6468,0,0.6295,0,0.0006,0,2.6468,34.1915,237.4446,22.1436,224.7598,5.6145,171.657,85.2
2.0,41.104,-106.97898,16.98437,2,26.8769,26.9744,5.414921,3.079106,0.10816,12.5543,4.6255,0.050085,0,4.6255,0.036,2.4906,0,4.4581,0,-0.0001,0,2.4906,34.3619,-10.5195,22.2765,-22.761,6.0677,185.486,92.149
3.0,49.914,-106.97897,16.98437,3,26.8888,26.8858,5.414856,5.429178,0.11793,12.316,4.5511,0.0501,0,4.5511,0.0393,2.7794,0,4.4446,0,0,0,2.7794,34.3524,34.4565,22.2657,22.345,6.5317,199.672,99.211
4.0,51.789,-106.97896,16.98437,4,26.9041,26.9053,5.41532,5.435216,0.11185,12.3644,4.5452,0.0501,0,4.5452,0.0373,2.739,0,4.3428,0,0,0,2.739,34.344,34.4851,22.2546,22.3604,6.4483,197.126,97.966
5.0,53.221,-106.97896,16.98438,5,26.9042,26.9053,5.415237,5.431615,0.11244,12.3648,4.5448,0.0501,0,4.5448,0.0375,2.7404,0,4.3431,0,0,0,2.7404,34.3431,34.4592,22.2539,22.341,6.451,197.209,98.006
6.0,55.5,-106.97896,16.98438,6,26.904,26.9051,5.415086,5.427043,0.11776,12.3657,4.5437,0.0501,0,4.5437,0.0393,2.7397,0,4.3437,0,0,0,2.7397,34.3419,34.4264,22.2531,22.3164,6.4552,197.337,98.069
7.0,58.222,-106.97896,16.98438,7,26.9024,26.9033,5.414902,5.42314,0.11647,12.3645,4.5451,0.0501,0,4.5451,0.0388,2.7431,0,4.3443,0,0,0,2.7431,34.3414,34.3995,22.2533,22.2968,6.4593,197.462,98.129
8.0,60.842,-106.97896,16.98438,8,26.9004,26.9011,5.414676,5.420466,0.11791,12.3654,4.5441,0.0501,0,4.5441,0.0393,2.7434,0,4.3449,0,0,0,2.7434,34.341,34.3817,22.2537,22.2842,6.4627,197.565,98.176
9.0,63.218,-106.97896,16.98436,9,26.8986,26.8996,5.414502,5.418718,0.12687,12.3644,4.5452,0.0501,0,4.5452,0.0423,2.7421,0,4.346,0,0,0,2.7421,34.3408,34.3702,22.2542,22.2761,6.4631,197.576,98.179
10.0,65.316,-106.97896,16.98436,10,26.8977,26.8981,5.414517,5.417743,0.1198,12.3646,4.545,0.0501,0,4.545,0.0399,2.7417,0,4.3466,0,0,0,2.7417,34.3412,34.364,22.2549,22.2719,6.458,197.422,98.101
11.0,69.002,-106.97896,16.98438,11,26.9006,26.901,5.414825,5.416919,0.11476,12.365,4.5445,0.0501,0,4.5445,0.0383,2.7434,0,4.348,0,0,0,2.7434,34.341,34.3556,22.2539,22.2648,6.4701,197.793,98.29
12.0,103.396,-106.979,16.98437,12,26.9006,26.9009,5.414788,5.415043,0.11126,12.3638,4.5459,0.0501,0,4.5459,0.0371,2.7449,0,3.9502,0,0,0,2.7449,34.3404,34.342,22.2535,22.2547,6.4644,197.617,98.202
13.0,162.673,-106.979,16.98438,13,26.9026,26.9031,5.415029,5.415282,0.10381,12.364,4.5457,0.0501,0,4.5457,0.0346,2.735,0,4.3985,0,0,0,2.735,34.3404,34.3418,22.2529,22.2538,6.4497,197.167,97.982
14.0,162.583,-106.979,16.98436,14,26.8935,26.8924,5.41502,5.415183,0.11253,12.364,4.5457,0.0501,0,4.5457,0.0375,2.7449,0,4.395,0,0,0,2.7449,34.3467,34.3487,22.2607,22.2626,6.4878,198.332,98.55
15.0,167.04,-106.979,16.98436,15,26.8933,26.8936,5.415009,5.415252,0.10547,12.364,4.5457,0.0501,0,4.5457,0.0352,2.7416,0,4.4018,0,0,0,2.7417,34.3466,34.348,22.2607,22.2617,6.4518,197.232,98.003
16.0,168.755,-106.979,16.98436,16,26.8882,26.8886,5.414757,5.414992,0.10248,12.3642,4.5455,0.0501,0,4.5455,0.0342,2.7405,0,4.402,0,0,0,2.7405,34.3482,34.3495,22.2636,22.2645,6.4753,197.948,98.351
17.0,169.689,-106.979,16.98437,17,26.8652,26.8628,5.413429,5.4135,0.12775,12.3648,4.5448,0.0501,0,4.5448,0.0426,2.7498,0,4.4033,0,0,0,2.7498,34.3555,34.3577,22.2765,22.2789,6.5135,199.115,98.899
18.0,170.723,-106.979,16.98438,18,26.755,26.7546,5.40746,5.407646,0.10677,12.3654,4.5441,0.0501,0,4.5441,0.0356,2.7558,0,4.4046,0,0,0,2.7558,34.3942,34.3958,22.3407,22.342,6.5407,199.933,99.151
19.0,172.608,-106.979,16.98438,19,26.6651,26.6648,5.402993,5.403192,0.11717,12.3664,4.5429,0.0501,0,4.5429,0.0391,2.7662,0,4.3354,0,0,0,2.7663,34.4288,34.4304,22.3952,22.3966,6.567,200.725,99.42
20.0,176.316,-106.979,16.98438,20,26.5757,26.5893,5.400193,5.400547,0.13038,12.3669,4.5423,0.0501,0,4.5423,0.0435,2.7672,0,4.4199,0,0,0,2.7672,34.475,34.4673,22.4583,22.4483,6.5761,200.992,99.435
21.0,178.323,-106.979,16.98438,21,26.3987,26.396,5.389662,5.389566,0.11688,12.3682,4.5409,0.0501,0,4.5409,0.039,2.7734,0,4.4111,0,0,0,2.7734,34.5312,34.5326,22.5565,22.5584,6.6092,201.985,99.674
22.0,179.861,-106.979,16.98438,22,26.3414,26.3383,5.390561,5.390513,0.11296,12.3688,4.5403,0.0501,0,4.5403,0.0376,2.7675,0,4.4127,0,0,0,2.7675,34.5804,34.5824,22.6117,22.6142,6.5845,201.219,99.233
23.0,181.237,-106.979,16.98438,23,26.0596,26.0384,5.35585,5.353991,0.11979,12.3698,4.5391,0.0501,0,4.5391,0.0399,2.7724,0,4.414,0,0,0,2.7724,34.5407,34.5432,22.6697,22.6782,6.674,203.943,100.084
24.0,183.506,-106.979,16.98438,24,25.7664,25.7677,5.322294,5.322802,0.13052,12.3694,4.5395,0.0501,0,4.5395,0.0435,2.7853,0,4.4165,0,0,0,2.7853,34.5175,34.5202,22.7433,22.7449,6.7245,205.472,100.332
25.0,187.474,-106.979,16.98438,25,25.7269,25.657,5.317373,5.310094,0.11995,12.3686,4.5405,0.0501,0,4.5405,0.04,2.7784,0,4.4199,0,0,0,2.7784,34.5112,34.511,22.7509,22.7724,6.6972,204.635,99.856
26.0,188.304,-106.979,16.98438,26,25.4924,25.4884,5.29146,5.291155,0.12958,12.3688,4.5402,0.0501,0,4.5402,0.0432,2.7745,0,4.42,0,0,0,2.7745,34.4989,34.4997,22.8141,22.8159,6.732,205.686,99.971
27.0,189.254,-106.979,16.98438,27,25.349,25.338,5.282759,5.281664,0.12075,12.3655,4.544,0.0501,0,4.544,0.0403,2.7889,0,4.4225,0,0,0,2.789,34.5436,34.5439,22.8918,22.8954,6.8223,208.429,101.092
28.0,191.237,-106.979,16.98438,28,25.2625,25.2127,5.272504,5.267376,0.14404,12.3644,4.5452,0.0501,0,4.5452,0.048,2.8057,0,4.4244,0,0,0,2.8057,34.5337,34.5338,22.9108,22.9261,6.8504,209.284,101.354
29.0,195.085,-106.979,16.98438,29,25.1772,25.1505,5.262103,5.25989,0.13551,12.3653,4.5442,0.0501,0,4.5442,0.0452,2.8042,0,4.4265,0,0,0,2.8042,34.5216,34.5256,22.9277,22.9388,6.8511,209.3,101.209
30.0,196.617,-106.979,16.98438,30,24.8741,24.8745,5.230875,5.231016,0.13102,12.3643,4.5454,0.0501,0,4.5454,0.0437,2.8064,0,4.4276,0,0,0,2.8064,34.5217,34.5225,23.0199,23.0204,6.8845,210.302,101.18
31.0,198.073,-106.979,16.98438,31,24.7871,24.788,5.22308,5.223354,0.13026,12.3631,4.5467,0.0501,0,4.5467,0.0434,2.8063,0,4.4286,0,0,0,2.8064,34.5302,34.5316,23.0527,23.0534,6.898,210.709,101.234
32.0,199.854,-106.979,16.98438,32,24.7441,24.7442,5.219707,5.219834,0.13698,12.364,4.5457,0.0501,0,4.5457,0.0457,2.7986,0,4.4297,0,0,0,2.7987,34.5378,34.5386,23.0715,23.072,6.8706,209.869,100.762
33.0,202.041,-106.979,16.98438,33,24.5626,24.5579,5.202287,5.201946,0.14429,12.3636,4.5462,0.0501,0,4.5462,0.0481,2.8034,0,4.431,0,0,0,2.8035,34.5471,34.5482,23.1331,23.1353,6.9303,211.677,101.327
34.0,204.85,-106.97899,16.98438,34,24.5278,24.5279,5.199441,5.199508,0.16371,12.3633,4.5464,0.0501,0,4.5464,0.0546,2.801,0,4.433,0,0,0,2.801,34.5523,34.5527,23.1475,23.1478,6.9085,211.01,100.952
35.0,207.135,-106.97898,16.98438,35,24.4952,24.4906,5.196863,5.196559,0.14452,12.363,4.5468,0.0501,0,4.5468,0.0482,2.7951,0,4.4332,0,0,0,2.7951,34.5578,34.559,23.1615,23.1638,6.8962,210.631,100.719
36.0,208.614,-106.97899,16.98438,36,24.3442,24.3441,5.182242,5.18236,0.13862,12.3629,4.5469,0.0501,0,4.5469,0.0462,2.7934,0,4.4342,0,0,0,2.7934,34.5644,34.5655,23.2117,23.2125,6.9178,211.28,100.776
37.0,210.191,-106.979,16.98438,37,24.253,24.2481,5.172247,5.171861,0.14283,12.3626,4.5472,0.0501,0,4.5472,0.0476,2.7927,0,4.4352,0,0,0,2.7927,34.5596,34.5604,23.2353,23.2373,6.9216,211.392,100.672
38.0,211.823,-106.97899,16.98437,38,24.0654,24.0612,5.150581,5.150195,0.14819,12.3609,4.5492,0.0501,0,4.5492,0.0494,2.7892,0,4.4362,0,0,0,2.7892,34.5414,34.5417,23.2772,23.2787,6.9361,211.825,100.546
39.0,214.898,-106.97898,16.98436,39,24.0501,24.0421,5.149408,5.148505,0.16652,12.3622,4.5478,0.0501,0,4.5478,0.0555,2.7831,0,4.4381,0,0,0,2.7831,34.5441,34.5435,23.2838,23.2857,6.9168,211.234,100.24
40.0,218.8,-106.97898,16.98438,40,23.8761,23.9011,5.130091,5.13261,0.15481,12.3621,4.5478,0.0501,0,4.5478,0.0516,2.7731,0,4.4397,0,0,0,2.7731,34.5329,34.5325,23.3268,23.3191,6.9037,210.826,99.745
41.0,219.695,-106.97898,16.98438,41,23.7207,23.7202,5.113635,5.113435,0.19501,12.3652,4.5443,0.0501,0,4.5443,0.065,2.7649,0,4.4372,0,0,0,2.7649,34.5286,34.5274,23.3693,23.3685,6.8918,210.454,99.303
42.0,220.453,-106.97898,16.98438,42,23.5873,23.5876,5.099531,5.099407,0.16199,12.3661,4.5433,0.0501,0,4.5433,0.054,2.7619,0,4.4383,0,0,0,2.7619,34.525,34.5238,23.4057,23.4047,6.9023,210.766,99.221
43.0,221.18,-106.97898,16.98438,43,23.4864,23.4841,5.088484,5.08811,0.17094,12.3652,4.5443,0.0501,0,4.5443,0.057,2.7569,0,4.4434,0,0,0,2.7569,34.5192,34.5182,23.4308,23.4306,6.9065,210.891,99.105
44.0,222.265,-106.97898,16.98437,44,23.413,23.4118,5.08075,5.080738,0.19495,12.3649,4.5446,0.0501,0,4.5446,0.065,2.7589,0,4.4459,0,0,0,2.7589,34.5172,34.5181,23.4507,23.4517,6.947,212.123,99.558
45.0,228.465,-106.97898,16.98436,45,23.5717,23.564,5.098318,5.097406,0.16773,12.3629,4.5469,0.0501,0,4.5469,0.0559,2.7424,0,4.454,0,0,0,2.7424,34.527,34.526,23.4119,23.4134,6.8193,208.23,98.003
46.0,229.385,-106.97898,16.98436,46,23.2125,23.18,5.057507,5.053429,0.19698,12.3655,4.544,0.0501,0,4.544,0.0657,2.7252,0,4.456,0,0,0,2.7252,34.4955,34.4897,23.4924,23.4974,6.812,207.993,97.27
47.0,230.347,-106.97898,16.98436,47,22.9532,22.9472,5.029711,5.028852,0.23511,12.3679,4.5411,0.0501,0,4.5411,0.0784,2.7139,0,4.4581,0,0,0,2.7139,34.4851,34.4832,23.5593,23.5596,6.8194,208.204,96.929
48.0,232.575,-106.97898,16.98437,48,22.9878,22.9426,5.034,5.028891,0.26319,12.3663,4.5431,0.0501,0,4.5431,0.0877,2.715,0,4.4625,0,0,0,2.715,34.4906,34.4868,23.5536,23.5637,6.8436,208.943,97.334
49.0,235.953,-106.97898,16.98438,49,22.7391,22.7616,5.005362,5.007442,0.26191,12.3681,4.541,0.0501,0,4.541,0.0873,2.6681,0,2.5164,0,0,0,2.6681,34.4647,34.463,23.605,23.5972,6.6256,202.278,93.81
50.0,237.089,-106.97898,16.98438,50,22.1372,22.1295,4.937007,4.935721,0.37356,12.3713,4.5374,0.0501,0,4.5374,0.1245,2.638,0,0.4797,0,0,0,2.6379,34.4085,34.4045,23.7328,23.7319,6.6682,203.553,93.383
51.0,238.227,-106.97898,16.98438,51,21.9153,21.9124,4.911918,4.911385,0.37933,12.3732,4.5353,0.0501,0,4.5353,0.1264,2.6261,0,0.4504,0,0,0,2.6261,34.3877,34.3858,23.779,23.7784,6.6904,204.221,93.314
52.0,239.753,-106.97898,16.98437,52,21.8251,21.8226,4.90179,4.901298,0.41765,12.3746,4.5337,0.0501,0,4.5337,0.1392,2.6211,0,0.421,0,0,0,2.6211,34.3794,34.3775,23.7979,23.7971,6.699,204.481,93.28
53.0,243.554,-106.97898,16.98436,53,21.9558,21.9459,4.917403,4.916209,0.42912,12.3734,4.535,0.0501,0,4.535,0.143,2.6282,0,0.3962,0,0,0,2.6281,34.3978,34.3963,23.7755,23.7771,6.7006,204.535,93.529
54.0,246.693,-106.97898,16.98436,54,21.4845,21.5565,4.862848,4.870388,0.39574,12.3766,4.5313,0.0501,0,4.5313,0.1319,2.5808,0,0.3679,0,0,0,2.5808,34.3425,34.3446,23.8638,23.8454,6.5323,199.379,90.387
55.0,247.618,-106.97898,16.98436,55,20.9323,20.9241,4.802154,4.800739,0.45994,12.3798,4.5278,0.0501,0,4.5278,0.1533,2.5604,0,0.3607,0,0,0,2.5604,34.3013,34.2965,23.9831,23.9817,6.5461,199.776,89.659
56.0,248.536,-106.97897,16.98436,56,20.6207,20.6088,4.768814,4.767069,0.58083,12.3845,4.5224,0.0501,0,4.5224,0.1936,2.5394,0,0.3543,0,0,0,2.5393,34.2842,34.2797,24.054,24.0538,6.4783,197.693,88.223
57.0,249.995,-106.97896,16.98436,57,20.3068,20.2877,4.735515,4.733281,0.75304,12.3872,4.5193,0.0501,0,4.5193,0.251,2.477,0,0.3555,0,0,0,2.4769,34.2684,34.2658,24.1256,24.1286,6.278,191.569,85.003
58.0,252.59,-106.97897,16.98436,58,19.9713,19.9568,4.70056,4.698262,0.87543,12.3886,4.5178,0.0501,0,4.5178,0.2918,2.3922,0,0.3528,0,0,0,2.3921,34.2562,34.2493,24.2048,24.2033,6.0615,184.949,81.562
59.0,254.999,-106.97898,16.98436,59,19.5031,19.4959,4.648103,4.647201,0.79922,12.3847,4.5222,0.0501,0,4.5222,0.2664,2.2854,0,0.352,0,0,0,2.2853,34.2076,34.2061,24.2895,24.2902,5.7255,174.683,76.357
60.0,256.9,-106.97898,16.98436,60,19.2574,19.2493,4.621416,4.62038,0.75467,12.3854,4.5214,0.0501,0,4.5214,0.2516,2.2062,0,0.3614,0,0,0,2.206,34.188,34.1861,24.3377,24.3383,5.4631,166.667,72.52
61.0,259.471,-106.97898,16.98436,61,19.1663,19.111,4.611127,4.605575,0.86296,12.3834,4.5237,0.0501,0,4.5237,0.2877,2.1603,0,0.8258,0,0,0,2.1601,34.177,34.1764,24.3524,24.366,5.4669,166.781,72.437
62.0,262.618,-106.97898,16.98436,62,18.6551,18.6894,4.557649,4.56053,0.75275,12.3828,4.5243,0.0501,0,4.5243,0.2509,2.0042,0,0.3088,0,0,0,2.004,34.1522,34.148,24.4631,24.4511,4.5945,140.151,60.287
63.0,263.736,-106.97898,16.98436,63,18.4714,18.4673,4.53942,4.538685,0.71969,12.3852,4.5216,0.0501,0,4.5216,0.2399,1.9184,0,0.8348,0,0,0,1.9181,34.1508,34.148,24.5079,24.5068,4.5819,139.76,59.92
64.0,264.801,-106.97898,16.98436,64,18.3442,18.342,4.525356,4.524728,0.71796,12.383,4.5241,0.0501,0,4.5241,0.2393,1.8747,0,4.4817,0,0,0,1.8744,34.1374,34.134,24.5293,24.5273,4.3682,133.241,56.986
65.0,265.905,-106.97898,16.98436,65,18.2049,18.2049,4.515049,4.515111,0.70752,12.3818,4.5255,0.0501,0,4.5255,0.2358,1.7684,0,4.5294,0,0,0,1.768,34.1658,34.1664,24.5856,24.586,3.8135,116.312,49.625
66.0,268.587,-106.97899,16.98436,66,18.2824,18.2911,4.527728,4.527568,0.81211,12.3834,4.5236,0.0501,0,4.5236,0.2707,1.698,0,4.3973,0,0,0,1.6977,34.2082,34.1996,24.5989,24.5901,3.9651,120.935,51.688
67.0,272.795,-106.979,16.98436,67,18.2666,18.2654,4.531428,4.531298,0.88019,12.3845,4.5225,0.0501,0,4.5225,0.2934,1.5917,0,4.5602,0,0,0,1.5912,34.2524,34.2522,24.6366,24.6368,3.3477,102.101,43.639
68.0,274.227,-106.979,16.98436,68,17.7863,17.7797,4.485308,4.484815,0.72127,12.38,4.5275,0.0501,0,4.5275,0.2404,1.5095,0,4.5503,0,0,0,1.509,34.262,34.2634,24.7618,24.7645,3.3136,101.051,42.806
69.0,275.805,-106.979,16.98436,69,17.4642,17.4548,4.454054,4.453135,0.66916,12.3772,4.5306,0.0501,0,4.5306,0.2231,1.4494,0,4.5541,0,0,0,1.4489,34.2651,34.2652,24.8422,24.8446,2.9978,91.413,38.492
70.0,277.15,-106.979,16.98436,70,17.3257,17.3239,4.444681,4.444254,0.6957,12.3762,4.5318,0.0501,0,4.5318,0.2319,1.3565,0,4.5567,0,0,0,1.3559,34.3012,34.299,24.9032,24.9019,2.6261,80.074,33.635
71.0,278.409,-106.979,16.98436,71,17.341,17.3408,4.448737,4.44847,0.69469,12.3747,4.5335,0.0501,0,4.5335,0.2316,1.2848,0,4.5576,0,0,0,1.2842,34.3229,34.3207,24.9162,24.9146,2.5298,77.137,32.416
72.0,282.17,-106.979,16.98436,72,17.3646,17.3656,4.449815,4.450014,0.67228,12.3754,4.5327,0.0501,0,4.5327,0.2241,1.2683,0,4.5628,0,0,0,1.2678,34.3118,34.3127,24.9021,24.9025,2.6641,81.231,34.15
73.0,284.283,-106.979,16.98436,73,17.0861,17.0921,4.423694,4.423964,0.54113,12.3721,4.5365,0.0501,0,4.5365,0.1804,1.2184,0,4.5653,0,0,0,1.2178,34.3219,34.3191,24.9762,24.9727,2.2177,67.615,28.278
74.0,285.354,-106.979,16.98436,74,16.9402,16.935,4.414169,4.413584,0.53789,12.3706,4.5381,0.0501,0,4.5381,0.1793,1.1319,0,4.5673,0,0,0,1.1313,34.3632,34.3625,25.0425,25.0432,1.7997,54.869,22.891
75.0,286.809,-106.979,16.98436,75,16.6671,16.6583,4.390679,4.38964,0.63197,12.3672,4.5419,0.0501,0,4.5419,0.2107,1.0506,0,4.5696,0,0,0,1.0499,34.3914,34.3898,25.1282,25.1291,1.7598,53.647,22.267
76.0,289.961,-106.979,16.98436,76,16.528,16.5366,4.377134,4.377339,0.65899,12.3673,4.5419,0.0501,0,4.5419,0.2197,1.0108,0,4.5737,0,0,0,1.0101,34.3917,34.3861,25.161,25.1547,1.7003,51.831,21.457
77.0,292.87,-106.979,16.98436,77,16.3681,16.3699,4.368102,4.368121,0.56714,12.3649,4.5447,0.0501,0,4.5447,0.189,0.9159,0,4.5769,0,0,0,0.9151,34.4496,34.4483,25.2426,25.2411,1.2444,37.93,15.66
78.0,294.299,-106.979,16.98436,78,16.2513,16.2467,4.360408,4.359966,0.48402,12.3626,4.5472,0.0501,0,4.5472,0.1614,0.8487,0,4.5786,0,0,0,0.8479,34.4823,34.4824,25.2946,25.2957,0.9834,29.973,12.351
79.0,296.086,-106.979,16.98436,79,15.9812,15.9798,4.336914,4.336685,0.53713,12.3592,4.5511,0.0501,0,4.5511,0.179,0.7893,0,4.5806,0,0,0,0.7884,34.508,34.5072,25.3762,25.3759,0.9178,27.971,11.467
80.0,298.723,-106.979,16.98436,80,15.9326,15.9335,4.332696,4.332588,0.50952,12.3604,4.5498,0.0501,0,4.5498,0.1698,0.7579,0,4.5831,0,0,0,0.757,34.5124,34.5106,25.3908,25.3892,0.8498,25.899,10.608
81.0,300.191,-106.979,16.98436,81,15.8478,15.8464,4.327717,4.327426,0.4107,12.3574,4.5531,0.0501,0,4.5531,0.1369,0.7263,0,4.584,0,0,0,0.7255,34.5415,34.5402,25.4324,25.4317,0.6607,20.135,8.235
82.0,301.189,-106.979,16.98436,82,15.7993,15.7994,4.325286,4.32514,0.3806,12.3553,4.5556,0.0501,0,4.5556,0.1269,0.6976,0,4.5858,0,0,0,0.6968,34.5618,34.5604,25.459,25.4579,0.5587,17.026,6.958
83.0,302.275,-106.979,16.98436,83,15.7902,15.79,4.326327,4.326133,0.38221,12.3554,4.5554,0.0501,0,4.5554,0.1274,0.6721,0,4.5872,0,0,0,0.6713,34.5787,34.5771,25.4741,25.4729,0.5264,16.04,6.555
84.0,307.146,-106.979,16.98436,84,15.8028,15.8133,4.327022,4.327214,0.37737,12.356,4.5548,0.0501,0,4.5548,0.1258,0.6587,0,4.5899,0,0,0,0.6578,34.5735,34.566,25.4673,25.4592,0.5214,15.889,6.495
85.0,309.46,-106.979,16.98436,85,15.7418,15.7432,4.323445,4.323407,0.31222,12.3536,4.5574,0.0501,0,4.5574,0.1041,0.6422,0,4.5915,0,0,0,0.6413,34.5945,34.5929,25.4973,25.4957,0.4031,12.283,5.016
86.0,310.378,-106.979,16.98436,86,15.6962,15.6942,4.319849,4.319536,0.31249,12.3522,4.5591,0.0501,0,4.5591,0.1042,0.6249,0,4.5923,0,0,0,0.624,34.6018,34.6007,25.5132,25.5128,0.347,10.573,4.314
87.0,311.743,-106.979,16.98436,87,15.5264,15.5227,4.30552,4.305096,0.29777,12.3499,4.5618,0.0501,0,4.5618,0.0993,0.5999,0,4.5938,0,0,0,0.599,34.6218,34.6213,25.5668,25.5672,0.2708,8.252,3.356
88.0,313.965,-106.979,16.98436,88,15.2892,15.2879,4.283513,4.283375,0.32349,12.3482,4.5637,0.0501,0,4.5637,0.1078,0.5754,0,4.5966,0,0,0,0.5745,34.632,34.6319,25.6274,25.6277,0.2324,7.081,2.867
89.0,316.383,-106.979,16.98436,89,14.9576,14.9637,4.253052,4.253654,0.28469,12.345,4.5673,0.0501,0,4.5673,0.0949,0.5604,0,4.598,0,0,0,0.5595,34.6487,34.6488,25.7133,25.712,0.1878,5.721,2.301
90.0,317.917,-106.979,16.98436,90,14.7786,14.7818,4.237433,4.237623,0.22755,12.4241,4.4826,0.0501,0,4.4826,0.0759,0.5514,0,4.5994,0,0,0,0.5505,34.6649,34.6638,25.7648,25.7632,0.1598,4.869,1.952
91.0,322.102,-106.979,16.98436,91,14.7653,14.7945,4.23676,4.239202,0.23083,12.3609,4.5479,0.0501,0,4.5479,0.0769,0.543,0,4.603,0,0,0,0.542,34.6702,34.6665,25.7718,25.7626,0.1549,4.72,1.892
92.0,324.286,-106.979,16.98436,92,14.5545,14.5551,4.219361,4.219259,0.19114,12.342,4.5706,0.0501,0,4.5706,0.0637,0.536,0,4.6043,0,0,0,0.535,34.6984,34.6969,25.8391,25.8378,0.0923,2.811,1.122
93.0,325.207,-106.979,16.98436,93,14.4973,14.4978,4.21672,4.216632,0.2323,12.3445,4.5678,0.0501,0,4.5678,0.0774,0.5294,0,4.6055,0,0,0,0.5285,34.7249,34.7236,25.8719,25.8708,0.077,2.345,0.935
94.0,326.19,-106.979,16.98438,94,14.4902,14.4907,4.216608,4.216516,0.24758,12.3448,4.5675,0.0501,0,4.5675,0.0825,0.525,0,4.6064,0,0,0,0.5241,34.7298,34.7286,25.8772,25.8761,0.0727,2.213,0.883
95.0,327.372,-106.979,16.98438,95,14.4895,14.49,4.216885,4.216804,0.25333,12.3454,4.5668,0.0501,0,4.5668,0.0844,0.5218,0,4.6072,0,0,0,0.5208,34.7326,34.7314,25.8795,25.8785,0.0704,2.143,0.855
96.0,330.821,-106.979,16.98437,96,14.4982,14.5008,4.217629,4.217657,0.28562,12.3456,4.5666,0.0501,0,4.5666,0.0952,0.5195,0,4.5338,0,0,0,0.5186,34.7313,34.7292,25.8767,25.8745,0.072,2.194,0.875
97.0,334.848,-106.97898,16.98436,97,14.4921,14.4912,4.21761,4.217472,0.25985,12.347,4.565,0.0501,0,4.565,0.0866,0.518,0,3.0764,0,0,0,0.5171,34.7361,34.7356,25.8817,25.8816,0.0636,1.937,0.772
98.0,336.116,-106.97898,16.98438,98,14.478,14.4787,4.216947,4.216906,0.30566,12.3512,4.5602,0.0501,0,4.5602,0.1019,0.5167,0,4.6011,0,0,0,0.5157,34.7423,34.7412,25.8896,25.8886,0.0587,1.788,0.713
99.0,337.131,-106.97898,16.98438,99,14.421,14.4199,4.212468,4.212238,0.44048,12.3607,4.5494,0.0501,0,4.5494,0.1468,0.5158,0,4.6106,0,0,0,0.5148,34.7517,34.7506,25.9091,25.9084,0.0553,1.683,0.67
100.0,338.062,-106.979,16.98438,100,14.3394,14.3388,4.205782,4.205596,0.61439,12.3722,4.5364,0.0501,0,4.5364,0.2048,0.5153,0,4.6119,0,0,0,0.5143,34.7629,34.7617,25.9352,25.9343,0.0561,1.709,0.679
101.0,339.246,-106.979,16.98438,101,14.3095,14.3087,4.203022,4.202857,0.68284,12.3743,4.534,0.0501,0,4.534,0.2276,0.5145,0,4.6129,0,0,0,0.5136,34.7639,34.7631,25.9423,25.9419,0.0528,1.607,0.639
102.0,344.812,-106.97899,16.98438,102,14.3727,14.3673,4.208631,4.208083,0.67392,12.3674,4.5418,0.0501,0,4.5418,0.2247,0.5139,0,4.62,0,0,0,0.513,34.7584,34.7583,25.9247,25.9257,0.0535,1.63,0.649
103.0,348.287,-106.97898,16.98438,103,14.2709,14.2717,4.199627,4.199648,0.60826,12.3759,4.5322,0.0501,0,4.5322,0.2028,0.5139,0,4.6234,0,0,0,0.513,34.7664,34.7658,25.9525,25.9519,0.0499,1.519,0.603
104.0,349.485,-106.97898,16.98438,104,14.2291,14.2291,4.195919,4.195844,0.67846,12.3777,4.5302,0.0501,0,4.5302,0.2261,0.513,0,4.6239,0,0,0,0.5121,34.7692,34.7685,25.9636,25.9631,0.0487,1.485,0.589
105.0,350.728,-106.97898,16.98438,105,14.1982,14.1972,4.193007,4.192854,0.67518,12.3776,4.5302,0.0501,0,4.5302,0.2251,0.5129,0,4.6229,0,0,0,0.512,34.7697,34.7692,25.9706,25.9703,0.0495,1.509,0.598
106.0,351.918,-106.97898,16.98438,106,14.1505,14.1499,4.18865,4.18853,0.74235,12.3754,4.5328,0.0501,0,4.5328,0.2474,0.5128,0,4.5456,0,0,0,0.5119,34.7719,34.7713,25.9823,25.982,0.0496,1.511,0.599
107.0,353.138,-106.97898,16.98438,107,14.1258,14.1254,4.186414,4.186315,0.79011,12.3735,4.5348,0.0501,0,4.5348,0.2634,0.5127,0,4.5633,0,0,0,0.5118,34.7729,34.7725,25.9884,25.9881,0.0491,1.494,0.592
108.0,354.579,-106.97898,16.98438,108,14.0909,14.0907,4.183223,4.183152,0.78881,12.3717,4.5369,0.0501,0,4.5369,0.2629,0.5123,0,4.5694,0,0,0,0.5114,34.7744,34.774,25.9969,25.9966,0.0476,1.448,0.573
