Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
240.0,2017-01-11 14:03:16,238.44099999999997,16.5512,-107.0181,11.6799,11.68,11.6491,34.7673,34.7752,1027.5451,26.469,0.065794,0.243,265.45301,0.0712,98.2348,8.1454e-05,9254.0,24.0,False
241.0,2017-01-11 14:03:16,239.43400000000003,16.5512,-107.0181,11.6574,11.6576,11.6266,34.7665,34.7744,1027.5533,26.4726,0.06832200000000001,0.29100000000000004,265.57894,0.0712,98.2348,8.1152e-05,9278.0,23.0,False
242.0,2017-01-11 14:03:16,240.42700000000002,16.5512,-107.0181,11.6465,11.6466,11.6155,34.7657,34.7734,1027.5592,26.4739,0.068435,0.294,265.64133,0.0712,98.2348,5.9973e-05,9301.0,22.0,False
243.0,2017-01-11 14:03:16,241.42,16.5512,-107.0181,11.6322,11.6322,11.6011,34.7643,34.7721,1027.5653,26.4756,0.06915,0.28,265.72322,0.0715,98.2282,6.6753e-05,9324.0,24.0,False
244.0,2017-01-11 14:03:16,242.412,16.5512,-107.01808,11.6198,11.6198,11.5886,34.7636,34.7716,1027.5716,26.4773,0.070261,0.268,265.79325,0.0719,98.2175,2.6853000000000002e-05,9349.0,27.0,False
245.0,2017-01-11 14:03:16,243.405,16.5512,-107.01808999999999,11.6029,11.6033,11.5717,34.7623,34.7701,1027.5784,26.4795,0.06876499999999999,0.276,265.88921,0.0721,98.2124,2.7928e-05,9380.0,35.0,False
246.0,2017-01-11 14:03:16,244.398,16.5512,-107.0181,11.5919,11.592,11.5605,34.7614,34.7692,1027.5843,26.4808,0.068923,0.27399999999999997,265.95228,0.0716,98.2255,1.9512e-05,9412.0,27.0,False
247.0,2017-01-11 14:03:16,245.391,16.5512,-107.0181,11.5871,11.5872,11.5556,34.7609,34.7687,1027.5892,26.4814,0.069811,0.264,265.98003,0.0719,98.217,1.2372000000000001e-05,9436.0,21.0,False
248.0,2017-01-11 14:03:16,246.38400000000001,16.5512,-107.0181,11.5817,11.5818,11.5501,34.7604,34.7681,1027.5944,26.482,0.06881,0.22899999999999998,266.01071,0.0725,98.2044,9.2984e-06,9455.0,19.0,False
249.0,2017-01-11 14:03:16,247.377,16.5512,-107.0181,11.5775,11.5777,11.5458,34.7601,34.7679,1027.5994,26.4826,0.068952,0.262,266.0347,0.0725,98.2041,1.5741e-05,9473.0,17.0,False
250.0,2017-01-11 14:03:16,248.37,16.5512,-107.0181,11.5708,11.5705,11.539,34.7592,34.767,1027.6045,26.4831,0.06765800000000001,0.317,266.07357,0.0723,98.2087,4.5788999999999995e-06,9491.0,19.0,False
251.0,2017-01-11 14:03:16,249.363,16.5512,-107.0181,11.55,11.5498,11.5181,34.7574,34.7653,1027.6115,26.4856,0.06838,0.292,266.19293999999996,0.0724,98.2062,8.4852e-06,9511.0,21.0,False
252.0,2017-01-11 14:03:16,250.356,16.5512,-107.0181,11.5304,11.5303,11.4983,34.7564,34.7642,1027.619,26.4885,0.070315,0.271,266.30411000000004,0.0724,98.2057,-6.165e-08,9535.0,26.0,False
253.0,2017-01-11 14:03:16,251.34799999999998,16.5512,-107.0181,11.5265,11.5266,11.4944,34.756,34.7638,1027.6239,26.4889,0.068986,0.247,266.32629,0.0723,98.2078,2.964e-06,9563.0,30.0,False
254.0,2017-01-11 14:03:16,252.34099999999998,16.5512,-107.0181,11.5244,11.5245,11.4921,34.7554,34.7631,1027.6283,26.4888,0.06879500000000001,0.292,266.33947,0.0728,98.1972,-1.563e-08,9594.0,32.0,False
255.0,2017-01-11 14:03:16,253.334,16.5512,-107.0181,11.5062,11.5053,11.4738,34.7539,34.7613,1027.635,26.491,0.067964,0.258,266.44399,0.0734,98.1821,2.8813e-06,9627.0,32.0,False
256.0,2017-01-11 14:03:16,254.327,16.5512,-107.0181,11.481,11.481,11.4485,34.7525,34.7602,1027.6433,26.4946,0.0691,0.282,266.58696000000003,0.0734,98.1826,-2.0950000000000002e-08,9658.0,29.0,False
257.0,2017-01-11 14:03:16,255.32,16.5512,-107.0181,11.4783,11.4785,11.4458,34.7521,34.7598,1027.6479,26.4948,0.066865,0.263,266.60241,0.0734,98.1814,3.907e-06,9684.0,23.0,False
258.0,2017-01-11 14:03:16,256.312,16.5512,-107.0181,11.4749,11.475,11.4422,34.7515,34.7593,1027.6526,26.4949,0.066663,0.24100000000000002,266.62297,0.0737,98.1746,-5.6429999999999996e-08,9706.0,20.0,False
259.0,2017-01-11 14:03:16,257.305,16.5512,-107.0181,11.4683,11.4684,11.4355,34.751,34.7589,1027.6579,26.4958,0.067093,0.264,266.66042000000004,0.0733,98.184,1e-12,9725.0,19.0,False
260.0,2017-01-11 14:03:16,258.298,16.5512,-107.0181,11.4633,11.4633,11.4303,34.7506,34.7583,1027.6631,26.4964,0.06880599999999999,0.266,266.68957,0.0727,98.1988,1e-12,9744.0,18.0,False
261.0,2017-01-11 14:03:16,259.291,16.5512,-107.0181,11.4544,11.4542,11.4214,34.7496,34.7573,1027.6684,26.4973,0.067832,0.261,266.74099,0.0734,98.1835,1e-12,9763.0,21.0,False
