Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,v2,v3,ph,par,scan,nbin,flag
241.0,2017-01-08 01:08:51,239.43400000000003,16.539820000000002,-107.14606,11.8067,11.8067,11.7756,34.7743,34.7817,1027.5306,26.4505,0.067237,0.262,264.7392,0.0702,98.2622,3.6951,1.2071,6.822,0.00070214,9814.0,23.0,False
242.0,2017-01-08 01:08:51,240.42700000000002,16.539820000000002,-107.14606,11.8013,11.8014,11.7701,34.774,34.7814,1027.5359,26.4513,0.068675,0.28300000000000003,264.76939,0.0697,98.2722,3.6954,1.2067,6.822,0.00053653,9837.0,25.0,False
243.0,2017-01-08 01:08:51,241.42,16.539820000000002,-107.14606,11.7969,11.7971,11.7656,34.7736,34.7809,1027.5409,26.4518,0.06841599999999999,0.251,264.79434,0.0694,98.2797,3.695,1.2058,6.821000000000001,0.00093506,9865.0,28.0,False
244.0,2017-01-08 01:08:51,242.41299999999998,16.539839999999998,-107.14606,11.7914,11.7916,11.76,34.7729,34.7803,1027.5459,26.4523,0.068152,0.23199999999999998,264.82597000000004,0.0695,98.2777,3.6948,1.2054,6.821000000000001,0.00072765,9893.0,28.0,False
245.0,2017-01-08 01:08:51,243.40599999999998,16.53983,-107.14606,11.7868,11.787,11.7552,34.7726,34.7801,1027.551,26.453,0.069437,0.292,264.85227000000003,0.0702,98.261,3.6953,1.205,6.821000000000001,0.00069099,9918.0,23.0,False
246.0,2017-01-08 01:08:51,244.398,16.539820000000002,-107.14606,11.7827,11.7828,11.751,34.7722,34.7796,1027.556,26.4534,0.068901,0.184,264.8755,0.0703,98.2573,3.6952,1.2045,6.821000000000001,0.00041923,9940.0,21.0,False
247.0,2017-01-08 01:08:51,245.391,16.539820000000002,-107.14606,11.7744,11.7745,11.7425,34.772,34.7793,1027.5619,26.4548,0.06862599999999999,0.273,264.92185,0.0701,98.2625,3.6956,1.2045,6.821000000000001,0.00015514,9961.0,19.0,False
248.0,2017-01-08 01:08:51,246.38400000000001,16.539820000000002,-107.14606,11.7647,11.7649,11.7328,34.7712,34.7786,1027.5676,26.4561,0.070114,0.22699999999999998,264.97648,0.0702,98.261,3.6958,1.2035,6.821000000000001,0.000458,9982.0,23.0,False
249.0,2017-01-08 01:08:51,247.377,16.539820000000002,-107.14606,11.7565,11.7567,11.7245,34.7709,34.7781,1027.5734,26.4574,0.06918400000000001,0.33299999999999996,265.02224,0.0772,98.088,3.6958,1.2025,6.821000000000001,0.00025085,10005.0,26.0,False
250.0,2017-01-08 01:08:51,248.37,16.539820000000002,-107.14606,11.747,11.7471,11.7148,34.7706,34.7779,1027.5795,26.4589,0.068518,0.196,265.07572000000005,0.073,98.1923,3.6956,1.2018,6.821000000000001,9.0293e-05,10032.0,27.0,False
251.0,2017-01-08 01:08:51,249.363,16.539820000000002,-107.14606,11.7426,11.7431,11.7103,34.7702,34.7774,1027.5845,26.4594,0.07195800000000001,0.239,265.10038,0.0694,98.2802,3.6955,1.2013,6.821000000000001,0.00025585,10059.0,25.0,False
252.0,2017-01-08 01:08:51,250.356,16.539820000000002,-107.14606,11.7237,11.7241,11.6913,34.769,34.7762,1027.5917,26.4621,0.067085,0.249,265.20727,0.0688,98.2941,3.6951,1.2005,6.82,0.00013849,10085.0,27.0,False
253.0,2017-01-08 01:08:51,251.34900000000002,16.539820000000002,-107.14606,11.7005,11.7008,11.6681,34.7684,34.7757,1027.6002,26.466,0.069415,0.318,265.33632,0.0688,98.2941,3.6959,1.199,6.82,8.645e-05,10111.0,26.0,False
254.0,2017-01-08 01:08:51,252.34099999999998,16.539820000000002,-107.14606,11.6868,11.687,11.6542,34.7676,34.7749,1027.6066,26.4679,0.068928,0.311,265.41402,0.0684,98.3043,3.6957,1.1979,6.82,8.882100000000001e-05,10138.0,27.0,False
255.0,2017-01-08 01:08:51,253.334,16.539820000000002,-107.14606,11.6769,11.6771,11.6442,34.7672,34.7744,1027.6127,26.4694,0.068893,0.12,265.46956,0.0681,98.3101,3.6958,1.1969,6.82,8.8881e-05,10164.0,26.0,False
256.0,2017-01-08 01:08:51,254.327,16.539820000000002,-107.14606,11.671,11.6713,11.6382,34.7669,34.7742,1027.6181,26.4703,0.068606,0.253,265.50266,0.068,98.3131,3.6959,1.1963,6.82,8.8881e-05,10188.0,22.0,False
257.0,2017-01-08 01:08:51,255.32,16.539820000000002,-107.14606,11.6665,11.6667,11.6336,34.7665,34.7738,1027.6231,26.4709,0.068245,0.319,265.52844,0.068,98.3132,3.696,1.196,6.82,8.8881e-05,10209.0,19.0,False
258.0,2017-01-08 01:08:51,256.313,16.539820000000002,-107.14606,11.6557,11.656,11.6227,34.766,34.7733,1027.6292,26.4724,0.066615,0.24100000000000002,265.58921000000004,0.0684,98.3038,3.6959,1.1946,6.82,8.8881e-05,10229.0,22.0,False
259.0,2017-01-08 01:08:51,257.306,16.539820000000002,-107.14606,11.6405,11.6408,11.6073,34.7648,34.7721,1027.6357,26.4744,0.06946799999999999,0.257,265.67611,0.0686,98.2997,3.696,1.1939,6.82,8.0781e-05,10250.0,21.0,False
260.0,2017-01-08 01:08:51,258.298,16.539820000000002,-107.14606,11.6161,11.6162,11.5828,34.7638,34.7712,1027.6441,26.4782,0.068423,0.258,265.81347999999997,0.069,98.2897,3.696,1.1931,6.82,7.0751e-05,10273.0,24.0,False
261.0,2017-01-08 01:08:51,259.291,16.539820000000002,-107.14606,11.6092,11.6093,11.5759,34.7633,34.7707,1027.6495,26.4791,0.06957,0.21600000000000003,265.8525,0.069,98.2905,3.696,1.1918,6.82,6.202e-05,10296.0,23.0,False
262.0,2017-01-08 01:08:51,260.284,16.539820000000002,-107.14606,11.6012,11.6014,11.5678,34.7629,34.7702,1027.6552,26.4803,0.070199,0.222,265.89772,0.0685,98.3011,3.696,1.1913,6.82,6.2941e-05,10320.0,24.0,False
263.0,2017-01-08 01:08:51,261.277,16.539820000000002,-107.14606,11.5862,11.5869,11.5527,34.762,34.7694,1027.6618,26.4824,0.068952,0.247,265.98252,0.0687,98.2964,3.696,1.1903,6.82,5.8333e-05,10344.0,26.0,False
264.0,2017-01-08 01:08:51,262.27,16.539820000000002,-107.14606,11.574,11.5742,11.5404,34.7615,34.7689,1027.6683,26.4843,0.069213,0.306,266.05136,0.0684,98.3032,3.696,1.1893,6.82,5.3572e-05,10372.0,30.0,False
265.0,2017-01-08 01:08:51,263.263,16.539820000000002,-107.14606,11.5685,11.5686,11.5347,34.7611,34.7684,1027.6735,26.485,0.069713,0.19899999999999998,266.08304,0.068,98.3132,3.696,1.1888,6.819,3.1628e-05,10404.0,31.0,False
266.0,2017-01-08 01:08:51,264.255,16.539820000000002,-107.14606,11.5655,11.5657,11.5316,34.7608,34.768,1027.6783,26.4853,0.070534,0.2,266.1,0.0684,98.3027,3.696,1.1882,6.82,2.1975e-05,10434.0,28.0,False
267.0,2017-01-08 01:08:51,265.248,16.539820000000002,-107.14606,11.5604,11.5607,11.5264,34.7604,34.7678,1027.6834,26.4859,0.068758,0.23199999999999998,266.12913,0.0681,98.3111,3.696,1.1876,6.82,2.3211e-05,10460.0,23.0,False
268.0,2017-01-08 01:08:51,266.241,16.539820000000002,-107.14606,11.5515,11.5517,11.5174,34.76,34.7673,1027.6893,26.4873,0.07015,0.239,266.17966,0.0684,98.3031,3.696,1.1874,6.819,1.6789e-05,10481.0,21.0,False
269.0,2017-01-08 01:08:51,267.23400000000004,16.539820000000002,-107.14606,11.5394,11.5398,11.5051,34.7596,34.7669,1027.6958,26.4893,0.068255,0.226,266.24793,0.0685,98.3008,3.6961,1.1864,6.82,2.8020999999999998e-05,10502.0,19.0,False
270.0,2017-01-08 01:08:51,268.22700000000003,16.539820000000002,-107.14606,11.5329,11.533,11.4986,34.7592,34.7664,1027.7012,26.4901,0.07169099999999999,0.28300000000000003,266.28477000000004,0.0683,98.3071,3.6961,1.1853,6.819,1.2439e-05,10522.0,22.0,False
271.0,2017-01-08 01:08:51,269.219,16.539820000000002,-107.14606,11.5301,11.5305,11.4957,34.7589,34.7663,1027.706,26.4905,0.067544,0.259,266.30051000000003,0.0682,98.3092,3.6962,1.1848,6.819,1.7587999999999998e-05,10543.0,20.0,False
272.0,2017-01-08 01:08:51,270.212,16.539820000000002,-107.14606,11.5274,11.528,11.4928,34.7584,34.7658,1027.7106,26.4906,0.06893099999999999,0.17800000000000002,266.3168,0.0686,98.299,3.6961,1.1845,6.819,4.042e-06,10564.0,22.0,False
273.0,2017-01-08 01:08:51,271.205,16.539820000000002,-107.14606,11.5125,11.5126,11.4778,34.7572,34.7644,1027.717,26.4924,0.068368,0.192,266.40234,0.0691,98.288,3.696,1.1838,6.818,-5.702000000000001e-08,10588.0,24.0,False
274.0,2017-01-08 01:08:51,272.198,16.539820000000002,-107.14606,11.4989,11.4988,11.4641,34.7565,34.7638,1027.7235,26.4944,0.070344,0.25,266.4792,0.069,98.2899,3.696,1.1827,6.819,6.368400000000001e-06,10613.0,27.0,False
275.0,2017-01-08 01:08:51,273.19,16.539820000000002,-107.14606,11.4927,11.4927,11.4578,34.756,34.7634,1027.7288,26.4952,0.06975,0.298,266.51487000000003,0.069,98.2891,3.696,1.1825,6.819,3.3752999999999997e-06,10640.0,27.0,False
276.0,2017-01-08 01:08:51,274.183,16.539820000000002,-107.14606,11.492,11.4921,11.4569,34.7558,34.7631,1027.7332,26.4951,0.068752,0.165,266.51921,0.0683,98.3052,3.6961,1.1817,6.818,-2.5880000000000003e-10,10668.0,26.0,False
277.0,2017-01-08 01:08:51,275.176,16.539820000000002,-107.14606,11.4847,11.4837,11.4496,34.7548,34.7621,1027.7383,26.4957,0.07293999999999999,0.18899999999999997,266.5616,0.0684,98.3032,3.696,1.1815,6.818,1e-12,10693.0,26.0,False
278.0,2017-01-08 01:08:51,276.16900000000004,16.539820000000002,-107.14606,11.459,11.459,11.4238,34.7536,34.7608,1027.7467,26.4995,0.070999,0.209,266.70747,0.0689,98.2927,3.6961,1.1806,6.816,1e-12,10718.0,24.0,False
