Pressure [dbar],StartTime,scan,Time,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
1.006,2019-10-06 14:14:26,79.0,2019-10-06 14:14:29.231,3.2310000000000003,-106.84943999999999,16.782339999999998,1.0,29.5287,29.4863,57236.0,5.731635,0.0832,0.0405,98.9932,1065.5,0.0,2.3521,2.3308,0.0593,0.1149,4.6051,0.0,3.9241,0.0,2.353,2.3326,34.5792,34.6641,21.5707,21.6488,193.023,202.468,98.079,102.85600000000001,False
2.012,2019-10-06 14:14:26,153.0,2019-10-06 14:14:32.327,6.327000000000001,-106.84943999999999,16.782339999999998,2.0,29.5261,29.4836,57234.0,5.73136,0.0884,0.039,99.0299,406.07,0.0,2.3535,2.3329,0.0598,0.116,4.6068,0.0,3.6286,0.0,2.3485,2.3316,34.5789,34.664,21.5715,21.6497,192.425,202.408,97.771,102.821,False
3.0180000000000002,2019-10-06 14:14:26,284.0,2019-10-06 14:14:37.776,11.776,-106.84943999999999,16.78235,3.0,29.5248,29.4838,57232.0,5.731329,0.0842,0.0399,99.0082,346.77,0.0,2.3488,2.3307,0.0594,0.1148,4.6058,0.0,3.5498,0.0,2.3452,2.3291,34.5785,34.6633,21.5717,21.6492,192.274,202.081,97.69200000000001,102.655,False
4.024,2019-10-06 14:14:26,383.0,2019-10-06 14:14:41.900,15.9,-106.84943999999999,16.78236,4.0,29.5318,29.4909,57239.0,5.7320519999999995,0.0819,0.0396,99.0141,319.2,0.0,2.3486,2.3264,0.0592,0.1171,4.6061,0.0,3.5071,0.0,2.3418,2.3269,34.5778,34.6628,21.5689,21.6465,191.933,201.93900000000002,97.529,102.594,False
5.03,2019-10-06 14:14:26,502.0,2019-10-06 14:14:46.876,20.875999999999998,-106.84943999999999,16.78236,5.0,29.5334,29.491,57241.0,5.7320910000000005,0.0826,0.0392,99.0238,270.11,0.0,2.3389,2.3295,0.0592,0.115,4.6065,0.0,3.4434,0.0,2.3407,2.332,34.5777,34.6628,21.5684,21.6465,192.28900000000002,202.357,97.712,102.807,False
6.0360000000000005,2019-10-06 14:14:26,543.0,2019-10-06 14:14:48.578,22.578000000000003,-106.84943999999999,16.78236,6.0,29.5359,29.4944,57243.0,5.732483,0.0787,0.0398,99.0109,244.64,0.0,2.3395,2.3302,0.0589,0.1148,4.6059,0.0,3.4001,0.0,2.3462,2.3267,34.5773,34.6627,21.5674,21.6454,192.842,201.829,97.99700000000001,102.544,False
7.042000000000001,2019-10-06 14:14:26,577.0,2019-10-06 14:14:50.012,24.011999999999997,-106.84943999999999,16.78236,7.0,29.5349,29.4924,57243.0,5.732322,0.0807,0.0396,99.0154,218.65,0.0,2.3394,2.3322,0.0591,0.1148,4.6062,0.0,3.3503,0.0,2.3478,2.3279,34.5775,34.6627,21.5679,21.6461,192.861,202.113,98.005,102.685,False
8.048,2019-10-06 14:14:26,703.0,2019-10-06 14:14:55.232,29.232,-106.84943999999999,16.78236,8.0,29.536,29.4941,57244.0,5.732496,0.0805,0.0393,99.0218,192.52,0.0,2.3496,2.3274,0.059,0.1148,4.6064,0.0,3.2951,0.0,2.3479,2.3301,34.5772,34.6624,21.5673,21.6455,192.84799999999998,202.338,98.0,102.802,False
9.054,2019-10-06 14:14:26,743.0,2019-10-06 14:14:56.910,30.91,-106.84945,16.78236,9.0,29.5334,29.4923,57243.0,5.732401,0.0824,0.0397,99.013,215.65,0.0,2.342,2.3293,0.0592,0.1148,4.606,0.0,3.3435,0.0,2.3492,2.3301,34.5778,34.6628,21.5688,21.6464,192.918,202.407,98.03200000000001,102.835,False
10.06,2019-10-06 14:14:26,771.0,2019-10-06 14:14:58.104,32.104,-106.84946000000001,16.78236,10.0,29.5268,29.4863,57237.0,5.731914,0.0805,0.039,99.0284,176.64,0.0,2.3422,2.3303,0.059,0.1148,4.6067,0.0,3.2577,0.0,2.3486,2.3297,34.578,34.6635,21.5713,21.649,192.80200000000002,202.229,97.963,102.735,False
11.065999999999999,2019-10-06 14:14:26,857.0,2019-10-06 14:15:01.651,35.650999999999996,-106.84946000000001,16.78236,11.0,29.5269,29.4832,57237.0,5.731607,0.0864,0.0393,99.0229,161.72,0.0,2.3487,2.3271,0.0596,0.1148,4.6065,0.0,3.2197,0.0,2.3488,2.3258,34.578,34.6633,21.5713,21.65,192.894,202.017,98.01,102.62100000000001,False
12.072000000000001,2019-10-06 14:14:26,963.0,2019-10-06 14:15:06.093,40.093,-106.84946000000001,16.78236,12.0,29.5071,29.4666,57218.0,5.730154,0.0868,0.0402,99.0003,149.08,0.0,2.3474,2.3257,0.0597,0.1148,4.6055,0.0,3.1869,0.0,2.3464,2.3293,34.5792,34.6651,21.579,21.6571,192.62900000000002,202.312,97.844,102.745,False
13.078,2019-10-06 14:14:26,996.0,2019-10-06 14:15:07.442,41.442,-106.84946000000001,16.78236,13.0,29.497,29.4568,57209.0,5.729196,0.0842,0.0407,98.9879,142.6,0.0,2.3497,2.3296,0.0594,0.1148,4.6049,0.0,3.1676,0.0,2.3427,2.3251,34.5801,34.6654,21.5831,21.6606,191.69299999999998,201.773,97.354,102.455,False
14.084000000000001,2019-10-06 14:14:26,1030.0,2019-10-06 14:15:08.893,42.893,-106.84946000000001,16.78236,14.0,29.492,29.4513,57206.0,5.728818,0.0873,0.0411,98.9781,149.17,0.0,2.3468,2.3294,0.0597,0.1148,4.6044,0.0,3.1856,0.0,2.339,2.3236,34.5811,34.6665,21.5856,21.6635,192.149,202.13299999999998,97.57799999999999,102.62899999999999,False
15.09,2019-10-06 14:14:26,1151.0,2019-10-06 14:15:13.936,47.93600000000001,-106.84946000000001,16.78236,15.0,29.4856,29.4446,57202.0,5.7284440000000005,0.0875,0.0406,98.9888,157.44,0.0,2.3422,2.3252,0.0597,0.1148,4.6049,0.0,3.2095,0.0,2.347,2.3324,34.5828,34.6685,21.5892,21.6673,192.705,202.975,97.851,103.04700000000001,False
16.096,2019-10-06 14:14:26,1190.0,2019-10-06 14:15:15.534,49.534,-106.84946000000001,16.78236,16.0,29.4493,29.4069,57174.0,5.725687000000001,0.0784,0.0411,98.977,146.58,0.0,2.3475,2.3281,0.0588,0.1148,4.6044,0.0,3.1791,0.0,2.3422,2.3329,34.5898,34.6766,21.6068,21.6861,192.708,202.90599999999998,97.79899999999999,102.954,False
17.102,2019-10-06 14:14:26,1212.0,2019-10-06 14:15:16.439,50.43899999999999,-106.84946000000001,16.78236,17.0,29.4395,29.3974,57167.0,5.72496,0.0806,0.0411,98.977,131.6,0.0,2.3485,2.3284,0.059,0.1148,4.6044,0.0,3.1329,0.0,2.3457,2.3288,34.5918,34.6782,21.6116,21.6907,193.44400000000002,202.502,98.15799999999999,102.734,False
18.108,2019-10-06 14:14:26,1240.0,2019-10-06 14:15:17.643,51.643,-106.84946000000001,16.78236,18.0,29.429,29.3877,57159.0,5.7241040000000005,0.0873,0.0405,98.9919,132.89,0.0,2.3471,2.3314,0.0597,0.1148,4.6051,0.0,3.1371,0.0,2.3471,2.3288,34.5932,34.679,21.6163,21.6946,193.291,202.628,98.065,102.78299999999999,False
19.114,2019-10-06 14:14:26,1375.0,2019-10-06 14:15:23.251,57.251000000000005,-106.84946000000001,16.78236,19.0,29.4248,29.3812,57156.0,5.723569,0.0883,0.0402,99.0003,117.71,0.0,2.3421,2.3279,0.0598,0.1148,4.6055,0.0,3.0852,0.0,2.3466,2.3269,34.5939,34.6798,21.6184,21.6974,192.917,202.572,97.869,102.744,False
20.12,2019-10-06 14:14:26,1425.0,2019-10-06 14:15:25.325,59.325,-106.84946000000001,16.78236,20.0,29.4075,29.3643,57142.0,5.722201999999999,0.0865,0.0402,99.0003,112.3,0.0,2.3444,2.3272,0.0596,0.1148,4.6055,0.0,3.0641,0.0,2.3398,2.3253,34.5964,34.6824,21.6261,21.7052,192.438,202.347,97.601,102.603,False
21.125999999999998,2019-10-06 14:14:26,1483.0,2019-10-06 14:15:27.756,61.756,-106.84946000000001,16.78236,21.0,29.407,29.3647,57151.0,5.723185,0.0876,0.0391,99.0262,105.26,0.0,2.3435,2.3273,0.0597,0.1148,4.6067,0.0,3.036,0.0,2.3431,2.328,34.6027,34.6885,21.6311,21.7097,193.032,202.799,97.904,102.837,False
22.133000000000003,2019-10-06 14:14:26,1589.0,2019-10-06 14:15:32.148,66.148,-106.84946000000001,16.78236,22.0,29.4033,29.3613,57156.0,5.723733999999999,0.0884,0.039,99.0291,94.413,0.0,2.3403,2.3311,0.0598,0.1147,4.6068,0.0,2.9894,0.0,2.3447,2.3232,34.6085,34.6945,21.6368,21.7154,192.972,202.37900000000002,97.87100000000001,102.62100000000001,False
23.139,2019-10-06 14:14:26,1611.0,2019-10-06 14:15:33.098,67.098,-106.84946000000001,16.78236,23.0,29.3951,29.3531,57146.0,5.7226919999999994,0.0822,0.0391,99.0279,88.79299999999999,0.0,2.3472,2.3296,0.0592,0.1148,4.6067,0.0,2.9623,0.0,2.3466,2.3266,34.6072,34.693,21.6386,21.7171,193.66099999999997,203.02700000000002,98.20700000000001,102.936,False
24.145,2019-10-06 14:14:26,1718.0,2019-10-06 14:15:37.553,71.553,-106.84946000000001,16.78236,24.0,29.389,29.3481,57138.0,5.722,0.0912,0.0395,99.017,86.06299999999999,0.0,2.3463,2.3261,0.0601,0.1148,4.6062,0.0,2.9489,0.0,2.3449,2.3272,34.6064,34.6916,21.6401,21.7178,193.05599999999998,202.847,97.89,102.835,False
25.151,2019-10-06 14:14:26,1793.0,2019-10-06 14:15:40.655,74.655,-106.84946000000001,16.78236,25.0,29.3762,29.3338,57124.0,5.72049,0.0883,0.0389,99.0327,82.27,0.0,2.3418,2.3255,0.0598,0.1148,4.607,0.0,2.9294,0.0,2.341,2.3285,34.6052,34.6913,21.6436,21.7225,192.77,203.178,97.72399999999999,102.98,False
26.156999999999996,2019-10-06 14:14:26,1816.0,2019-10-06 14:15:41.624,75.624,-106.84948,16.78236,26.0,29.369,29.3272,57118.0,5.719804,0.0845,0.0388,99.0348,81.067,0.0,2.3449,2.3243,0.0594,0.1148,4.6071,0.0,2.9231,0.0,2.3426,2.3295,34.6061,34.6911,21.6468,21.7247,193.50799999999998,203.108,98.088,102.93299999999999,False
27.163,2019-10-06 14:14:26,1843.0,2019-10-06 14:15:42.743,76.743,-106.84948,16.78236,27.0,29.3657,29.3235,57122.0,5.720349,0.0878,0.0375,99.0663,77.90100000000001,0.0,2.3436,2.3272,0.0598,0.1148,4.6086,0.0,2.9057,0.0,2.3456,2.3247,34.6108,34.6972,21.6515,21.7306,193.69,202.36,98.177,102.551,False
28.169,2019-10-06 14:14:26,1877.0,2019-10-06 14:15:44.152,78.152,-106.84948,16.78236,28.0,29.3554,29.3137,57111.0,5.719212000000001,0.0883,0.0374,99.0696,75.016,0.0,2.3416,2.3288,0.0598,0.1148,4.6087,0.0,2.8894,0.0,2.3452,2.3229,34.6109,34.6963,21.6551,21.7332,193.22,202.54,97.92299999999999,102.626,False
29.175,2019-10-06 14:14:26,1934.0,2019-10-06 14:15:46.561,80.561,-106.84946000000001,16.78236,29.0,29.3544,29.3138,57114.0,5.719422,0.0959,0.0378,99.0599,69.525,0.0,2.3456,2.3248,0.0606,0.1148,4.6083,0.0,2.8563,0.0,2.3428,2.3222,34.6134,34.6973,21.6574,21.7341,193.255,202.53799999999998,97.94,102.625,False
30.180999999999997,2019-10-06 14:14:26,2035.0,2019-10-06 14:15:50.743,84.743,-106.84946000000001,16.78236,30.0,29.3546,29.3128,57122.0,5.720211,0.1014,0.0375,99.0669,67.352,0.0,2.3421,2.322,0.0611,0.1148,4.6086,0.0,2.8427,0.0,2.3415,2.3246,34.6182,34.7032,21.6611,21.7389,193.142,202.888,97.88600000000001,102.804,False
31.186999999999998,2019-10-06 14:14:26,2082.0,2019-10-06 14:15:52.693,86.693,-106.84946000000001,16.78236,31.0,29.3419,29.2993,57113.0,5.7194449999999994,0.0978,0.0382,99.0491,64.592,0.0,2.3419,2.3249,0.0608,0.1148,4.6078,0.0,2.8245,0.0,2.3463,2.3245,34.6209,34.7074,21.6674,21.7467,195.608,203.335,99.117,103.01100000000001,False
32.193000000000005,2019-10-06 14:14:26,2106.0,2019-10-06 14:15:53.717,87.71700000000001,-106.84946000000001,16.78237,32.0,29.2578,29.2094,57024.0,5.711405,0.0988,0.0395,99.0168,60.816,0.0,2.3408,2.3265,0.0609,0.1148,4.6062,0.0,2.7984,0.0,2.3722,2.3332,34.6203,34.7172,21.6953,21.7843,201.398,205.93200000000002,101.911,104.18,False
33.2,2019-10-06 14:14:26,2130.0,2019-10-06 14:15:54.694,88.694,-106.84947,16.78238,33.0,29.0466,28.993,56791.0,5.689211,0.1162,0.0427,98.9392,57.185,0.0,2.3412,2.3222,0.0626,0.1148,4.6026,0.0,2.7716,0.0,2.406,2.3565,34.613,34.7216,21.7606,21.86,204.72400000000002,209.99599999999998,103.23700000000001,105.868,False
34.205999999999996,2019-10-06 14:14:26,2170.0,2019-10-06 14:15:56.389,90.389,-106.84948,16.78238,34.0,28.3835,28.3533,56087.0,5.620996,0.1445,0.0513,98.7256,54.494,0.0,2.3578,2.329,0.0654,0.1148,4.5927,0.0,2.7507,0.0,2.4183,2.3831,34.6091,34.7164,21.9773,22.068,205.635,214.13299999999998,102.584,106.83200000000001,False
35.211999999999996,2019-10-06 14:14:26,2243.0,2019-10-06 14:15:59.421,93.421,-106.84948,16.78238,35.0,28.0677,27.9754,55755.0,5.579896,0.1692,0.0574,98.5753,54.126999999999995,0.0,2.4226,2.3803,0.068,0.116,4.5857,0.0,2.7478,0.0,2.4321,2.4066,34.6084,34.7072,22.0807,22.1852,208.858,217.655,103.656,107.919,False
36.218,2019-10-06 14:14:26,2283.0,2019-10-06 14:16:01.077,95.07700000000001,-106.84948,16.78238,36.0,27.7412,27.696,55410.0,5.551634,0.1843,0.0585,98.5475,50.629,0.0,2.4223,2.3944,0.0694,0.1155,4.5844,0.0,2.7189,0.0,2.4523,2.4261,34.6061,34.7147,22.1853,22.2817,212.334,221.725,104.81700000000001,109.43700000000001,False
37.224000000000004,2019-10-06 14:14:26,2326.0,2019-10-06 14:16:02.875,96.875,-106.84948,16.78238,37.0,27.3799,27.3362,55032.0,5.512467,0.19,0.0629,98.4398,49.418,0.0,2.4328,2.406,0.07,0.1159,4.5794,0.0,2.7084,0.0,2.4653,2.4433,34.6063,34.7045,22.3023,22.3903,214.21599999999998,224.035,105.12,109.919,False
38.23,2019-10-06 14:14:26,2393.0,2019-10-06 14:16:05.662,99.662,-106.84948,16.78238,38.0,27.1811,27.1903,54831.0,5.497589,0.2227,0.0669,98.3426,45.531000000000006,0.0,2.4609,2.4373,0.0733,0.1165,4.5749,0.0,2.6726,0.0,2.4677,2.4427,34.6112,34.7072,22.3699,22.4392,214.86,223.97099999999998,105.09200000000001,109.625,False
39.236,2019-10-06 14:14:26,2458.0,2019-10-06 14:16:08.386,102.38600000000001,-106.84948,16.78238,39.0,26.4443,26.3893,54067.0,5.418011,0.238,0.0727,98.1998,44.305,0.0,2.465,2.4439,0.0748,0.1157,4.5682,0.0,2.6611,0.0,2.4658,2.4417,34.6145,34.7373,22.6063,22.7162,216.31900000000002,226.429,104.522,109.382,False
40.243,2019-10-06 14:14:26,2490.0,2019-10-06 14:16:09.709,103.709,-106.84948,16.78238,40.0,25.763,25.692,53351.0,5.348664,0.2619,0.0747,98.1501,42.909,0.0,2.4719,2.4415,0.0772,0.1172,4.5659,0.0,2.6471,0.0,2.4539,2.4336,34.6086,34.7616,22.8141,22.9515,217.351,228.042,103.821,108.89200000000001,False
41.248999999999995,2019-10-06 14:14:26,2515.0,2019-10-06 14:16:10.762,104.762,-106.84948,16.78237,41.0,25.2092,25.1582,52742.0,5.285519,0.2751,0.0731,98.1876,39.014,0.0,2.4692,2.4441,0.0785,0.1172,4.5677,0.0,2.6058,0.0,2.4465,2.4272,34.5827,34.7052,22.9649,23.0729,219.21,229.382,103.71799999999999,108.51299999999999,False
42.255,2019-10-06 14:14:26,2545.0,2019-10-06 14:16:11.998,105.99799999999999,-106.84948,16.78236,42.0,25.0328,24.9908,52548.0,5.26424,0.2832,0.0708,98.2441,35.832,0.0,2.4634,2.4399,0.0793,0.1161,4.5703,0.0,2.5689,0.0,2.4424,2.4245,34.574,34.6759,23.0121,23.1019,219.917,230.687,103.73700000000001,108.802,False
43.261,2019-10-06 14:14:26,2612.0,2019-10-06 14:16:14.784,108.78399999999999,-106.84948,16.78236,43.0,24.9489,24.952,52464.0,5.2591660000000005,0.2944,0.0699,98.2669,33.228,0.0,2.4457,2.4275,0.0804,0.1151,4.5713,0.0,2.5364,0.0,2.4268,2.4197,34.5758,34.6678,23.039,23.1076,217.61700000000002,229.533,102.506,108.182,False
44.266999999999996,2019-10-06 14:14:26,2687.0,2019-10-06 14:16:17.923,111.92299999999999,-106.84948,16.78236,44.0,24.7957,24.7552,52303.0,5.2390419999999995,0.3239,0.0714,98.2299,30.712,0.0,2.4308,2.4221,0.0834,0.1155,4.5697,0.0,2.5021,0.0,2.4069,2.4031,34.573,34.6693,23.0833,23.1682,217.202,228.53,102.042,107.34899999999999,False
45.273,2019-10-06 14:14:26,2738.0,2019-10-06 14:16:20.062,114.06200000000001,-106.84948,16.78236,45.0,24.6826,24.6422,52182.0,5.226438,0.323,0.0697,98.2721,28.149,0.0,2.411,2.4093,0.0833,0.1148,4.5716,0.0,2.4647,0.0,2.4018,2.3939,34.5699,34.6622,23.1151,23.197,216.696,227.521,101.60600000000001,106.664,False
46.28,2019-10-06 14:14:26,2778.0,2019-10-06 14:16:21.712,115.712,-106.84948,16.78237,46.0,24.5746,24.5304,52070.0,5.215357,0.3268,0.0695,98.2768,26.314,0.0,2.4067,2.4023,0.0836,0.1149,4.5718,0.0,2.4354,0.0,2.4027,2.3856,34.5685,34.6653,23.1465,23.233,219.408,227.609,102.686,106.50299999999999,False
47.286,2019-10-06 14:14:26,2812.0,2019-10-06 14:16:23.125,117.125,-106.84948,16.78238,47.0,24.381,24.3361,51852.0,5.194058999999999,0.3344,0.0734,98.1814,24.079,0.0,2.4039,2.3965,0.0844,0.1148,4.5674,0.0,2.397,0.0,2.4208,2.3933,34.555,34.6558,23.1943,23.284,223.399,231.195,104.2,107.815,False
48.292,2019-10-06 14:14:26,2851.0,2019-10-06 14:16:24.749,118.749,-106.84948,16.78238,48.0,23.9489,23.9023,51351.0,5.145073,0.3678,0.0754,98.1332,22.326,0.0,2.4005,2.3874,0.0878,0.1148,4.5651,0.0,2.3643,0.0,2.4367,2.4159,34.5114,34.6231,23.2895,23.3879,225.81599999999997,235.726,104.51899999999999,109.088,False
49.298,2019-10-06 14:14:26,2902.0,2019-10-06 14:16:26.860,120.86,-106.84948,16.78238,49.0,23.7395,23.7002,51110.0,5.119243,0.3756,0.0731,98.1883,20.596999999999998,0.0,2.4231,2.3965,0.0885,0.117,4.5677,0.0,2.3295,0.0,2.4394,2.4234,34.4914,34.5845,23.3361,23.4181,224.863,235.69099999999997,103.691,108.66799999999999,False
50.303999999999995,2019-10-06 14:14:26,2962.0,2019-10-06 14:16:29.372,123.37200000000001,-106.84948,16.78238,50.0,23.5774,23.5404,50934.0,5.102999,0.398,0.0729,98.1935,19.272000000000002,0.0,2.4409,2.4226,0.0908,0.1167,4.568,0.0,2.3006,0.0,2.4277,2.4113,34.4837,34.5853,23.3777,23.4655,224.67,234.602,103.305,107.866,False
51.31100000000001,2019-10-06 14:14:26,3015.0,2019-10-06 14:16:31.603,125.603,-106.84948,16.78238,51.0,23.1975,23.1568,50503.0,5.0586519999999995,0.4262,0.0738,98.1731,17.594,0.0,2.4316,2.418,0.0936,0.116,4.567,0.0,2.2614,0.0,2.4131,2.4054,34.4507,34.5464,23.4632,23.5474,219.74200000000002,234.42700000000002,100.35600000000001,107.044,False
52.317,2019-10-06 14:14:26,3068.0,2019-10-06 14:16:33.783,127.78299999999999,-106.84948,16.78237,52.0,23.0463,23.0045,50356.0,5.043451,0.4409,0.0755,98.1299,16.535,0.0,2.4265,2.409,0.0951,0.1148,4.565,0.0,2.2346,0.0,2.3288,2.3406,34.4556,34.5489,23.5105,23.5933,209.44299999999998,223.524,95.4,101.796,False
53.323,2019-10-06 14:14:26,3117.0,2019-10-06 14:16:35.839,129.839,-106.84948,16.78236,53.0,22.974,22.9239,50318.0,5.038088,0.5535,0.0793,98.0379,15.200999999999999,0.0,2.3895,2.3941,0.1064,0.1148,4.5607,0.0,2.1982,0.0,2.2963,2.2933,34.4832,34.5707,23.5523,23.633,210.321,220.953,95.695,100.495,False
54.32899999999999,2019-10-06 14:14:26,3155.0,2019-10-06 14:16:37.419,131.41899999999998,-106.84948,16.78236,54.0,22.9622,22.9216,50308.0,5.038018,0.6156,0.0805,98.0072,13.644,0.0,2.3221,2.3338,0.1126,0.1157,4.5593,0.0,2.1516,0.0,2.2867,2.279,34.4838,34.5717,23.5562,23.6344,209.6,220.541,95.34700000000001,100.304,False
55.336000000000006,2019-10-06 14:14:26,3190.0,2019-10-06 14:16:38.856,132.856,-106.84948,16.78236,55.0,22.9358,22.8945,50281.0,5.035298,0.6002,0.0811,97.9927,12.782,0.0,2.3012,2.3007,0.111,0.1172,4.5586,0.0,2.1236,0.0,2.2661,2.2655,34.4839,34.5717,23.5639,23.6423,204.597,217.408,93.02799999999999,98.83200000000001,False
56.342,2019-10-06 14:14:26,3229.0,2019-10-06 14:16:40.486,134.486,-106.84948,16.78236,56.0,22.8053,22.7634,50147.0,5.023197,0.631,0.0832,97.9406,11.949000000000002,0.0,2.289,2.2817,0.1141,0.1163,4.5562,0.0,2.0944,0.0,2.2381,2.2408,34.4825,34.5814,23.6001,23.6871,203.497,215.356,92.315,97.68,False
57.348,2019-10-06 14:14:26,3294.0,2019-10-06 14:16:43.203,137.203,-106.84948,16.78238,57.0,22.4285,22.4305,49739.0,4.986321,0.8284,0.0907,97.7588,10.748,0.0,2.2512,2.2527,0.1338,0.1153,4.5477,0.0,2.0489,0.0,2.2133,2.2126,34.4636,34.5584,23.6931,23.7644,201.658,213.085,90.867,96.073,False
58.354,2019-10-06 14:14:26,3346.0,2019-10-06 14:16:45.393,139.393,-106.84948,16.78238,58.0,22.2182,22.1684,49515.0,4.959404,1.0182,0.0961,97.6256,9.857,0.0,2.2264,2.225,0.1528,0.1172,4.5415,0.0,2.0117,0.0,2.1712,2.1756,34.4551,34.5563,23.7459,23.8368,195.864,208.27599999999998,87.92299999999999,93.46700000000001,False
59.361000000000004,2019-10-06 14:14:26,3379.0,2019-10-06 14:16:46.771,140.77100000000002,-106.84948,16.78238,59.0,22.04,22.0018,49330.0,4.940653,1.3384,0.1065,97.3728,8.9176,0.0,2.2153,2.2149,0.1848,0.1172,4.5298,0.0,1.9685,0.0,2.1486,2.151,34.4516,34.5418,23.7933,23.8724,196.502,206.861,87.929,92.55,False
60.367,2019-10-06 14:14:26,3412.0,2019-10-06 14:16:48.143,142.143,-106.84948,16.78238,60.0,21.9839,21.9451,49277.0,4.935251,1.4163,0.1065,97.3729,7.891,0.0,2.1872,2.1902,0.1926,0.1172,4.5298,0.0,1.9158,0.0,2.151,2.1452,34.4537,34.5443,23.8106,23.8902,201.22799999999998,208.71099999999998,89.955,93.285,False
61.373000000000005,2019-10-06 14:14:26,3450.0,2019-10-06 14:16:49.720,143.72,-106.84948,16.78238,61.0,21.9343,21.8952,49216.0,4.929057,1.445,0.1074,97.3516,7.0026,0.0,2.1561,2.1603,0.1955,0.1172,4.5288,0.0,1.8648,0.0,2.1775,2.1573,34.445,34.5351,23.8178,23.8972,206.525,212.544,92.23700000000001,94.90899999999999,False
